;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интетнт-анализ;контент-анализ
6222;18408;257387;82853210;257284;25106701;2015-11-02 12:22:41;[id286706239|Очарованный], перебьешься...Дарвин говорит,что ты раньше вымрешь...;0;;н3;4.0
6223;18409;257392;82853210;257284;25106701;2015-11-02 12:25:50;[id316530684|Ибрагим], ты,биомусор не кукарекай...;0;;л3;4.0
6224;18410;257394;243368960;257284;25106701;2015-11-02 12:31:00;[id82853210|Сергей], ну понеслось опять либерасты,  коих здесь тусуется тьма, забрезжали желчью и поносом)));0;;Ч3;4.0
6225;18411;257395;243368960;257284;25106701;2015-11-02 12:31:08;[id82853210|Сергей], ну понеслось опять либерасты,  коих здесь тусуется тьма, забрезжали желчью и поносом)));0;;Ч3;4.0
6226;18412;257400;299672363;257284;25106701;2015-11-02 12:41:48;Заметил такую тенденцию- как только мало- мальски восхваляющая Россию статья,  так у Мирошниченко сразу начинается истерика;3;;Щ3;4.0
6227;18413;257466;280979147;257284;25106701;2015-11-02 14:01:09;Сергей, господи,и тут уже успел всё загадить.<br>Ты как поросенок,где трапезничаешь там и гадишь.<br>Хотя нет,даже свинья рядом с тобой пример чистоплотности.;0;;л3;4.0
6228;18414;257469;82853210;257284;25106701;2015-11-02 14:02:11;[id280979147|Марат], задолбал,раб чмовский.Я тебя блокирую.Хвали хозяев в пустоту...;0;;л3, м3;4.0
6229;18415;257471;24794470;257284;25106701;2015-11-02 14:04:26;[id82853210|Сергей], слабак;1;;л3;4.0
6230;18416;257472;82853210;257284;25106701;2015-11-02 14:05:20;[id24794470|Андрей], ага...Я и на рыбалке так от комаров дурных и надоедливых отмахиваюсь...;0;;е3 ;4.0
6231;18417;257473;280979147;257284;25106701;2015-11-02 14:05:38;Сергей, давай , давай Ч-М-О трусливое, сливайся !<br>Попасть в чс к Мирошниченко, гадкому троллю, это же Достижение !!!!??????;0;;л3;4.0
6232;18418;257474;316530684;257284;25106701;2015-11-02 14:06:32;я смотрю мой беглый холоп сырожа мирошниченко совсем от рук отбился) ты сырожа видать забыл чей ты холоп!!;0;;л3;4.0
6233;18419;257475;24794470;257284;25106701;2015-11-02 14:06:54;[id82853210|Сергей], пф...сказал, Как в воду перднул;0;;л3;4.0
6234;18420;257476;82853210;257284;25106701;2015-11-02 14:07:25;[id316530684|Ибрагим], о чем с тобой говорить,дикарь? У тебя только папу русские писать научили...;0;;л3;4.0
6235;18421;257477;280979147;257284;25106701;2015-11-02 14:08:27;Ещё раз — Су-27 младше основных американских истребителей F-15,F-16,F-18 лет на 10-15 , примитивный ты человек.;1;;И3, л3;4.0
6236;18422;257478;316530684;257284;25106701;2015-11-02 14:08:35;[id82853210|Сергей], а твоего так писать никто и не обучил)) так и остался неучем));0;;л3;4.0
6237;18423;257479;82853210;257284;25106701;2015-11-02 14:10:16;[id280979147|Марат], так Брежнеский!!! Завтра догниет и устареет.А путинского ничего в природе не существует! Кроме Озера и списка ФОРБС И жополизов с кавказа,которых он вместо Рязани и Казани кормит.;0;;л4, и4;4.0
6238;18424;257480;82853210;257284;25106701;2015-11-02 14:12:38;[id280979147|Марат], вова завтра сгинет,никто вам больше такой лафы не даст,вот и рвете жопы,нахлебники...;0;;и4, л3;4.0
6239;18425;257481;199872237;257284;25106701;2015-11-02 14:13:22;Скажу прямо, мирошниченко иди соси Х У Й пиндоский. А в очко себе засунь Х У Й Британский.;2;;л3;4.0
6240;18426;257484;24794470;257284;25106701;2015-11-02 14:14:20;[id82853210|Сергей], у тебя уже я смотрю сгнила вот и рвешь очко от зависти;0;;л3;4.0
6241;18427;257485;280979147;257284;25106701;2015-11-02 14:14:36;[id82853210|Сергей], при Путине создан Т-50, который примут на вооружение в следующем году. Идут работы над бомбардировщиком ПАК-ДА.<br>Ты сначала сделай милость,поинтересуйся предметом, прежде чем сорить кругом своей глупостью.<br>А успехи России в создании новых , дальнобойных крылатых ракет это отдельный разговор.<br>Но только не с тобой, убог ты больно,невежественнен.;0;;Ф3, п3, л3;2.0
6242;18428;257486;82853210;257284;25106701;2015-11-02 14:15:13;[id24794470|Андрей], как патриот,так без очка и пукана,ну никак.Одноклеточеые...;0;;л3;4.0
6243;18429;257488;82853210;257284;25106701;2015-11-02 14:16:08;[id280979147|Марат], ты мне Мурзилку не пересказывай.Врать дуракам дело не сложное.Где он в войсках и на поле боя?;0;;Н3;4.0
6244;18430;257489;82853210;257284;25106701;2015-11-02 14:17:18;[id280979147|Марат], они только на остатках Брежневских паразитируют.А они уже на исходе.;0;;И3;4.0
6245;18431;257490;24794470;257284;25106701;2015-11-02 14:18:25;Обиделся... Ты только не заплачь. Водицы хорошой мы тебе все равно не дадим. Иди пукан зашивай;0;;л3;4.0
6246;18432;257491;82853210;257284;25106701;2015-11-02 14:18:51;[id24794470|Андрей], свали амёба.Дуй к своим...;0;;л3,Г3;4.0
6247;18433;257492;280979147;257284;25106701;2015-11-02 14:19:39;[id82853210|Сергей], не уходи от предмета поста.<br>Так расскажи нам , что там нового приняли на вооружение США , кроме дорогущих F-22Раптор, которые оказались так  хороши  ,что американцы произвели их в количестве АЖ 160 штук, вместо 800, и кинулись создавать супер-пупер годный F-35 . Который судя по последним новостям с Запада(на днях Канада отказалась от этого  чудо-юдо ) грозит стать самым громким провалом американского  ВПК.;0;;ж3;4.0
6248;18434;257493;24794470;257284;25106701;2015-11-02 14:21:45;[id82853210|Сергей], прям как баба, тебе больше нечего ответить?;0;;н3;4.0
6249;18435;257495;316530684;257284;25106701;2015-11-02 14:24:35;[id280979147|Марат], не ответит он)) с фактами у него туго!!;0;;н3;4.0
6250;18436;257496;190576448;257284;25106701;2015-11-02 14:25:56;А ты пруд рыбой запрудил, прежде чем рыбачить?  Власть критикуешь, что ресурсы выгребают, а сам не лучше них, так что-ли?;0;;Т3;4.0
6251;18437;257497;24794470;257284;25106701;2015-11-02 14:26:00;[id316530684|Ибрагим], не, видно на иносми новый пост появился) пошел туда пердеть);0;;Н3;4.0
6252;18438;257498;316530684;257284;25106701;2015-11-02 14:26:57;[id24794470|Андрей], внучка у него со школы пришла!! комп ей нужен!;0;;н3;4.0
6253;18439;257499;280979147;257284;25106701;2015-11-02 14:27:39;[id316530684|Ибрагим], да знаю,чай не впервые этого пацака встречаю.<br>Он же круглыми сутками на пабликах сидит.<br>Куда не зайдешь , везде его кучки фекалий.<br>На обоих Эхо Москвы,Новой Газете,Свободных Новостях.<br>;0;;Щ3;4.0
6254;18440;257500;24794470;257284;25106701;2015-11-02 14:28:00;[id316530684|Ибрагим], скорее жена не дала, вот и пошел плакать в подушку;0;;л3;4.0
6255;18441;257501;82853210;257284;25106701;2015-11-02 14:28:23;[id190576448|Алексей], нет...Знаешь почему? Потому же,почему у нас даже молотки и топоры на рынке из Китая.Из нашего металла и дерева.Так проще и дешевле,чем при вовином Иге...;0;;б3, С3;4.0
6256;18442;257502;316530684;257284;25106701;2015-11-02 14:29:49;[id280979147|Марат], Меня он просто удивляет!! Столько ненависти злобы и самое главное лжи в его высерах));0;;Т3;4.0
6257;18443;257503;280979147;257284;25106701;2015-11-02 14:30:53;[id82853210|Сергей], по твоей логике американцы тоже в Иге китайском живут?<br>Там тоже все молотки и топоры китайского производства,и не только молотки , а и многое другое .<br>Так что ты пацак,на это скажешь ?<br>Кто америкосов в китайское Иго завёл?<br><br>Или может это всемирное разделение труда?;0;;Н3;4.0
6258;18444;257504;190576448;257284;25106701;2015-11-02 14:31:04;А ты Брежневским инструментом пользуйся, он же вечный)));0;;Ш3 ;4.0
6259;18445;257505;82853210;257284;25106701;2015-11-02 14:32:07;[id190576448|Алексей], дело в том,что я в отличии от тебя Гражданин и о Родине думаю.А вот ты,-население...;0;;е3, н3;4.0
6260;18446;257506;190576448;257284;25106701;2015-11-02 14:34:16;Очень интересно, чтобы рыбу в пруд запустить нужны молоток и топор из Китая! Буду знать;0;;ш3;4.0
6261;18447;257508;82853210;257284;25106701;2015-11-02 14:37:13;[id190576448|Алексей], нужна 100 справок и разрешений от вовиной Вертикали.И не успеешь малька в пруд пустить,а уже куча всяких Вертикальных органов  и инспекций и просто уважаемых людей к тебе за данью выстроится.Ты знаешь,сколько бизнесменов в зону ушло,ни за что? Просто Вертикаль бизнес отжала.;0;;И3;4.0
6262;18448;257509;190576448;257284;25106701;2015-11-02 14:37:51;Получается наоборот: Я Гражданин, Патриот Великой России, а ты бездельник, который хочет все нахаляву, и таким как ты, я стабильно отчисляю деньги в пенсионный фонд, получается ты живешь за мой счет, другими словами ты- паразит;0;;е1, н3;4.0
6263;18449;257510;316530684;257284;25106701;2015-11-02 14:38:12;[id280979147|Марат], я в курсе просто тролль он не образованный )) он не на один вопрос ответить не может ! чушь несет жуликиворывсеукрали) Шариков он!!;0;;л3, Н3;4.0
6264;18450;257511;82853210;257284;25106701;2015-11-02 14:39:38;[id190576448|Алексей], да ты пиздобол и раб,не более.Сегодня одному Ура кричишь,а завтра его обоссышь,когда скажут и будешь следующего до слёз любить! Готовься,уже скоро Плешивый банкрот уже спёкся...;0;;л4;4.0
6265;18451;257512;190576448;257284;25106701;2015-11-02 14:39:45;Не надо рассказывать, мы скинулись, поехали купили малька, и выпустили в пруд.... Все усилия! Без бумажек и разрешения, было бы желание. А ты только языком работаешь;0;;Е1, н3;4.0
6266;18452;257513;82853210;257284;25106701;2015-11-02 14:40:52;[id190576448|Алексей], еще не вечер ! (с) Повезло пока,так молчи в тряпочку.У них кормушка сужается,завтра придут за тобой.;0;;о3, Т3;4.0
6267;18453;257514;316530684;257284;25106701;2015-11-02 14:41:53;[id190576448|Алексей], он шизофреник);0;;л3;4.0
6268;18454;257515;190576448;257284;25106701;2015-11-02 14:43:15;Заметьте, я Вас не называл ничем подобным))) как ВВП говорит: Если меня ругают, значит я прав! Что и требовалось доказать);0;;к3, ж3;4.0
6269;18455;257516;190576448;257284;25106701;2015-11-02 14:44:14;Там букет похуже будет));0;;Ш3;4.0
6270;18456;257517;82853210;257284;25106701;2015-11-02 14:45:41;[id190576448|Алексей], у меня больше нет времени на ваше развитие и образование.Дальше ,без меня! Удачи...;0;;г3;4.0
6271;18457;257519;24794470;257284;25106701;2015-11-02 14:46:07;[id82853210|Сергей], сдался... Слабачок.;0;;л3;4.0
6272;18458;257520;82853210;257284;25106701;2015-11-02 14:46:37;[id24794470|Андрей], ага...Три дебила,-это сила!!!;0;;л3;4.0
6273;18459;257521;190576448;257284;25106701;2015-11-02 14:46:54;В больнице процедуры начались?;0;;л3;4.0
6274;18460;257522;316530684;257284;25106701;2015-11-02 14:47:14;да мирош в маразме);0;;л3;4.0
6275;18461;257523;82853210;257284;25106701;2015-11-02 14:47:23;[id190576448|Алексей], остроумно! Задорного смотрите?;0;;б3,а3;4.0
6276;18462;257525;24794470;257284;25106701;2015-11-02 14:48:42;[id82853210|Сергей], выставил себя дебилом и сваливаешь. За что тебе только деньги сша платят.;0;;л3,Н3;4.0
6277;18463;257526;190576448;257284;25106701;2015-11-02 14:49:13;Раньше смотрел, сейчас времени нет;0;;е1;4.0
6278;18464;257533;190576448;257284;25106701;2015-11-02 14:53:06;Меня не интересуют Ваши физиологические особенности про жопу, как-нибудь сами с ней разбирайтесь;0;;е1, г3;4.0
6279;18465;257537;190576448;257284;25106701;2015-11-02 14:56:06;Слава Великой России!!! Путину Слава!;0;;Х4,С3;4.0
6280;18466;257539;181724904;257284;25106701;2015-11-02 14:56:39;[id82853210|Сергей], Почему Вы такой злой?;0;;а3;4.0
6281;18467;257540;82853210;257284;25106701;2015-11-02 14:56:39;[id190576448|Алексей], врача!!! Суицидник...;0;;л3;4.0
6282;18468;257542;190576448;257284;25106701;2015-11-02 14:57:36;У него нет велосипеда)));1;;ш3;4.0
6283;18469;257543;82853210;257284;25106701;2015-11-02 14:58:39;[id190576448|Алексей], зато с мозгами повезло.В отличии...;0;;Ф3;4.0
6284;18470;257546;24794470;257284;25106701;2015-11-02 14:59:39;[id82853210|Сергей], повезло - понятие относительное ахаха;0;;Ц3;4.0
6285;18471;257548;190576448;257284;25106701;2015-11-02 15:00:45;Я на свои тоже не жалуюсь;0;;е1;4.0
6286;18472;257549;181724904;257284;25106701;2015-11-02 15:00:56;Кошмар просто ужас!!Сергей со всеми ругается;0;;Т3;4.0
6287;18473;257550;82853210;257284;25106701;2015-11-02 15:01:06;[id190576448|Алексей], я уже устал вам,недоразвитым,объяснять,что Родина и Власть,это не всегда одно и тоже! А в некоторые времена,как сейчас,-прямо противоположное.А увас ума не хватает Родину и Власть отделить...;0;;л3, П3;4.0
6288;18474;257551;181724904;257284;25106701;2015-11-02 15:01:49;[id82853210|Сергей], Какая власть Вас устроит?;0;;а3;4.0
6289;18475;257553;24794470;257284;25106701;2015-11-02 15:02:18;[id82853210|Сергей], а дело не во власти, видно вам одному плохо живется;0;;ж3;4.0
6290;18476;257554;82853210;257284;25106701;2015-11-02 15:02:33;[id181724904|Александр], надоело из пустого в порожнее...Вам бы в кучу как то собраться...;0;;г3, р3;4.0
6291;18477;257555;190576448;257284;25106701;2015-11-02 15:03:10;Второй раз: Я Вас не оскорблял;1;;ф3;4.0
6292;18478;257557;82853210;257284;25106701;2015-11-02 15:03:32;[id24794470|Андрей], сегодня я живу не хуже тебя,но я в отличии от насекомого о завтрашнем дне думаю.;0;;е3,Л3;4.0
6293;18479;257558;181724904;257284;25106701;2015-11-02 15:04:26;[id82853210|Сергей], Причем здесь куча !! Мне просто интересно какая власть устроит лично Вас?;0;; а3;4.0
6294;18480;257559;24794470;257284;25106701;2015-11-02 15:05:06;[id82853210|Сергей], не заметно. Все тя здесь говном считают. Скоро в прессе про тебя писать будут про самого неудачливого блогера;0;;л3, У3;4.0
6295;18481;257560;82853210;257284;25106701;2015-11-02 15:06:32;[id24794470|Андрей], вова доигрался,завтра на рынок нефти выходит Иран и нефть будет по 10 баксов.А другого у нас ничего нет.вова все погубил,только труба,а молотки уже не можем,из Китая везем.Вот и прикинь,как будешь жить?;0;;И3, У3;4.0
6296;18482;257561;24794470;257284;25106701;2015-11-02 15:07:15;[id82853210|Сергей], хорошо буду жить. Не переживай. Сам не загнись.;0;;Ф3, У3;4.0
6297;18483;257563;82853210;257284;25106701;2015-11-02 15:07:53;[id24794470|Андрей], Иногда я вам,идиотам,даже завидую!!!;0;;л3, е1;4.0
6298;18484;257565;24794470;257284;25106701;2015-11-02 15:08:30;[id82853210|Сергей], а че только иногда?;0;;а3,Ш3;4.0
6299;18485;257566;190576448;257284;25106701;2015-11-02 15:09:06;А Вы как будете тогда жить? Смею предположить, что Вы любому интервенту двери откроете с хлебом-солью;0;;а3, Т3;4.0
6300;18486;257567;82853210;257284;25106701;2015-11-02 15:09:21;[id24794470|Андрей], догадайся...Или у дежурного доктора спроси...;0;;ш3;4.0
6301;18487;257568;82853210;257284;25106701;2015-11-02 15:09:42;[id190576448|Алексей], освободителю!!!;0;;ш3;4.0
6302;18488;257569;24794470;257284;25106701;2015-11-02 15:10:36;[id82853210|Сергей], судя по всему ты еще сам не придумал.;0;;Ц3;4.0
6303;18489;257570;181724904;257284;25106701;2015-11-02 15:10:55;[id82853210|Сергей], Ну кто этот ОСВОБОДИТЕЛЬ?;0;;Ц3;4.0
6304;18490;257571;82853210;257284;25106701;2015-11-02 15:11:00;[id190576448|Алексей], чем мне вова с Озером милее? Придут люди поумнее и честнее.;0;;а3, и4;4.0
6305;18491;257573;181724904;257284;25106701;2015-11-02 15:12:46;[id82853210|Сергей], ну Вы скажите кто кто эти кристально честные люди??;0;;а3;4.0
6306;18492;257574;82853210;257284;25106701;2015-11-02 15:13:00;[id181724904|Александр], нас в 90-х могли голыми руками взять.Но пожалели,научили огород копать и бананы выращивать! Но мы оказались необучаемы.Теперь из Рязани в Казань по визам ездить будем.И претензии не ко мне,а к вове.;0;;Т1,У1,Т4;4.0
