;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интенет-анализ;контент-анализ
1501;78832;181067;3843827;181047;25106701;02.04.2015 3:02;глупости) про кибер атаки особенно) сейчас некоторые независимые группировки обладают достаточными возможностями, чтобы завалить почти любой сайт, тем более мелкие государственные сайты, о безопасности которых заботятся мало, причем для этого большого ума не надо. Потом с Эстонией не совсем понятно по поводу кибер атак. помнится, куда эффективнее было воздействие, связанное с ограничением на ввоз шпрот, правда тогда это санкциями не называли) Автор имеет достаточно поверхностное представление о результатах действий Российской внешней политики. Все не так однобоко, как преподносят в вашингтон пост?? но об наших успехах врят ли будут писать в американской прессе, кстати, как и в нашей прессе об американских успехах тоже не напишут))) для всех другая сторона ? загнивающий враг, экономика которого вот вот рухнет и которого не стоит боятся);3;;Ч2;3
1502;78833;181068;210941322;181047;25106701;02.04.2015 3:02;так оно и есть, судя по тому что у нее под носом идет геноцид русских и по какой цене она врагам ресурсы поставляет!;1;;Т2;4
1503;78834;181069;55101623;181047;25106701;02.04.2015 3:03;Россия сейчас слаба не из-за отсутствия военной мощности, нет. Ее слабость это армия прикормленных чинуш западом, вот где слабое место и это отчетливо видно по некоторым решениям и действиям. Но не указывать же противнику на его настоящую проблему, этим надо пользоваться...;3;;Т4;4
1504;78835;181070;3843827;181047;25106701;02.04.2015 3:03;[id254284318|Дмитрий], тут очень много точек зрения преводят) иногда интересно почитать, о чем пишут у супостата);1;;ж2;4
1505;78836;181071;210941322;181047;25106701;02.04.2015 3:04;Анализируя применение Россией кибернетической и энергетической силы, мы видим государство, делающее минимум из того, что оно могло бы сделать, и при этом зачастую не достигающее поставленных целей. Ха-ха, так оно и есть, Россия - слабая страна;0;;Т4;4
1506;78837;181073;5904774;181047;25106701;02.04.2015 3:12;Сколько Сердюкоых можно накормить на военный бюджет как у США ?;0;;Ц4;4
1507;78838;181074;284065102;181047;25106701;02.04.2015 3:14;Потрясный бред!!! Грузия усилилась и окрепла, потеряв после 8.08.08 части тереторий, и надолго лишившись переводов от гасторбайтерлв-барсеточников, высланных из России??? Россия угрожала Дании ЯО??????? Эстония решила вступить в нато, только после того как им на главных страницах правительственный сайтов, шутники какие то написали что они шпротники??? Ну а тайновведенные войска, на украину, это вообще что то... В крыму кто то прятался? Возврат Крыма в состав России, сохранение навечно там базы ЧФ, и недопущение в Крым пиндосов, это не достижение своих целей, автор сомневается????;3;;Ц4;3
1508;78839;181075;254284318;181047;25106701;02.04.2015 3:16;[id3843827|Андрей], именнно поэтому я тут;0;;е1;4
1509;78840;181076;134313797;181047;25106701;02.04.2015 3:22;[id70101599|Елена], http://vk.com/photo-25106701_358391475;6;;;
1510;78841;181077;200921620;181047;25106701;02.04.2015 4:16;И чего тогда столько вою из-подворотен? Если Россия  оказывается государством относительно слабым и ограниченным в возможностях .  Собаки лают - караван идёт .;0;;Ф3,П4;4
1511;78842;181078;258066976;181047;25106701;02.04.2015 4:17;Washington Post - всевидящее око;0;;ш2;1
1512;78843;181079;176081084;181047;25106701;02.04.2015 4:32;[id20951405|Виталий], там не сравнение, а полнейшая чепуха а-ля российское вооружение застряло на уровне 80-ых годов, а мы ездим на Абрамсах, собранных в 70-ых.;1;;б3, ж4;4
1513;78844;181080;41491268;181047;25106701;02.04.2015 5:26;Статью не читал. Но с аннотацией полностью согласен. Современная Россия не может удержаться на пост советском пространстве. Украину она потеряла и поддерживать её в своей орбите может только насилием и угрозами эскалации приграничных конфликтов. Белоруссия пока ещё в сфере влияния но и то. она играет на противоречиях РФ и Запада. Да и Лукашенко уже стар. После него Белоруссия станет прозападной. Средняя Азия занята своими проблемами и влияние там КНР с каждым годом только возрастает и Казахстан далеко не весь про российский. Грузию, РФ уже потеряла и Армению тоже потеряет! Россию ждут не очень хорошие перспективы. В военном плане Россия может побеждать только нищие страны наподобие Украины и Грузии. С настоящими достойными противниками она воевать не сможет. Да и не будет этого, так как если возникнут трения она всё сдаст без боя.. как например сдала территории на границах Дальнего Востока своему соседу КНР! Если у китайцев вдруг возникнет желание присоединить его к себе они просто закроют границу и русские сдохнут от голода!;4;;е1, И4;4
1514;78845;181090;151314443;181047;25106701;02.04.2015 5:48;[id41491268|Софрон], Большего бреда, я в жизни не читал;3;;Ч3 ;3
1515;78846;181099;203866135;181047;25106701;02.04.2015 5:59;http://bb.lv/politika/item/9162140-makmillan-lyuboe-drugoe-gosudarstvo-na-meste-rossii-uzhe-davno-by-razvalilos;0;;;
1516;78847;181100;52041741;181047;25106701;02.04.2015 5:59;Чисто пропагандистская статья;2;;н3;3
1517;78848;181101;26654885;181047;25106701;02.04.2015 6:00;[id41491268|Софрон], извините вы русофоб или просто употребляете?);1;;а3, л3;4
1518;78849;181102;254236284;181047;25106701;02.04.2015 6:01;;0;;;
1519;78850;181103;41491268;181047;25106701;02.04.2015 6:04;[id26654885|Егор], Я не русофоб и не употребляю.. ))  Я просто реалист.;1;;Ф3,е1;4
1520;78851;181104;23791947;181047;25106701;02.04.2015 6:32;очередной бред,аж смешно;1;;Ч2;3
1521;78852;181105;50216703;181047;25106701;02.04.2015 6:44;Статья некудышная. Автор бы для начала сходил к американским военным, которые несли службу на Дональде Куке и поинтересовался у них о впечатлениях...;1;;Ч2, р2;2
1522;78853;181107;197803872;181047;25106701;02.04.2015 7:15;Washington Post.- пусть сообщит всему миру,что Россия слабая страна и её не надо бояться.,тем более объявлять экономическую войну,введя санкции.И дефилировать возле границ слабой России тоже не надо.;0;;б2, Ц2;2
1523;78854;181110;13014907;181047;25106701;02.04.2015 7:34;[id70101599|Елена], завязывайте с пропагандой наркотиков;1;;р3;4
1524;78855;181114;27235412;181047;25106701;02.04.2015 7:36;Конечно, по телеку нам расскажут, что броня крепка и танки наши быстры. Расскажут про танки на магнитной подушке, истребители 100500-го поколения, каких-нибудь боевых нанокиборгов, но это же всё вранье и пропаганда. Россия - страна отсталая, ничего не может сделать без помощи иностранцев.;1;;Т4;4
1525;78856;181115;2494754;181047;25106701;02.04.2015 7:37;[id27235412|Александр], ах ты пятая колонна;1;;т3;4
1526;78857;181118;287169333;181047;25106701;02.04.2015 7:46;Пусть попробуют границу перейти. Тогда и увидят слабую Россию.;0;;о4,С3;4
1527;78858;181124;274824375;181047;25106701;02.04.2015 7:50;Так в чем проблема, шавки? Приходите и берите нас. Такие сильные страны как ирак и ливия вы уже покорили. Осталось всего то маленькая и дохленькая России.;0;;л4, с4;3
1528;78859;181130;297751965;181047;25106701;02.04.2015 8:01;новостей не про россию нет? я с год только и вижу тут: россия - враг или россия не виновата.<br>иносми о россии тогда уж.;0;;Ч2, Т2;3
1529;78860;181136;221948886;181047;25106701;02.04.2015 8:13;[id41491268|Софрон], голову в порядок приведи;1;;Н3;4
1530;78861;181148;41491268;181047;25106701;02.04.2015 8:48;[id221948886|Антон], Как же Вам реальность не нравится... ))) Голову Вам лечить требуется, судя по всему у Вас как у большинства россиян синдром Шизофреничного  тв величия России прогрессирует.. ));1;;н3;4
1531;78862;181151;61359624;181047;25106701;02.04.2015 9:05;[id70101599|Елена], какая свежая мысль)));0;;д3;4
1532;78863;181154;195820014;181047;25106701;02.04.2015 9:19;смотрят в бинокль с обратной стороны. и нас пытаются вести в заблуждение.<br>блудники.;0;;Т4;4
1533;78864;181175;22156819;181047;25106701;02.04.2015 10:25;Американцам следует сравнить свои отчёты с реальностью и принять, что сейчас не 1991 и они уже не одни в мире;4;;С4;4
1534;78865;181200;2064996;181047;25106701;02.04.2015 11:36;Они совершили большую ошибку не развалив нас окончательно в 90-х, сейчас спохватились, но поздно уже. Силой не взять (даже пендосы в своей мании величия не начнут войну с ядерной державой), цветные революции успеха не возымеют, Путин крепко власть держит. Только одно им осталось - экономически нас сломить, ну и еще делать всякие пакости в виде становления марионеточных антиросссийских правительств в постсоветском пространстве, чтобы по максимуму нагадить.. Очень надеюсь что у этих  властелинов мира  нихрена не выйдет, ну и нам везет конечно, что после поколения действительно умных политиков в США в Белом доме Пскаи, Обамы и т.д.);1;;Щ4, и4;4
1535;78866;181202;11431999;181047;25106701;02.04.2015 11:40;Так пусть нападут - делов-то. ??;0;;с4;4
1536;78867;181240;134313797;181047;25106701;02.04.2015 13:20;[id70101599|Елена], а ты сука свидомая и продажная это факт не оспоримый..а на счет быдла..так это на себя корова смотри....;1;;л3;4
1537;78868;181249;197675899;181047;25106701;02.04.2015 13:53;[id2064996|Мария], есть еще сценарий. Очаги напряженности с цветными революциями, угрозами локальных военных конфликтов, провокациями, террором как ответом на  несправедливые  с т.з. отдельных культурных, национальных и территориальных общностей внутри РФ и за ее пределами. Длительная вялотекущая инфекция до тех пор, пока население демократически не проголосует после демонстраций за послушную Великобритании и США политическую элиту. Вот этому сценарию РФ мало что может противопоставить.;0;;и4;4
1538;78869;181328;2586747;181047;25106701;02.04.2015 15:35;Из комментариев:  Самовнушенине дело полезное!  ?? Все важнейшие успехи России автор статьи либо не видит, либо о них не пишет. Что там было в Эстонии я даже уже не помню, а вот последние годы Россия сдерживает действия США и их вассалов по всей планете, уверенно продвигая свои интересы везде, где это интересно.;3;;Ч3, И4;2
1539;78870;181581;241896101;181047;25106701;02.04.2015 20:08;Точно,Россия не боевая страна . Ак-47,танки всякие, самалеты для Индии т других стран.Взорванный пукан пендосов на 9мая.;1;;Ц4;2
1540;78871;181676;280218976;181047;25106701;03.04.2015 4:23;[id70101599|Елена], бля,усраина тогда что?меня что собственно веселит-в говне по уши но высокомерия на четыре америки у вас хватает http://vk.com/photo-25106701_358495124 http://vk.com/photo-25106701_358495125;1;;л4;4
1541;78872;181677;280218976;181047;25106701;03.04.2015 4:24;[id27235412|Александр], тебе ли хохлу побирушке че то вякать...ну хохлы.сроду такой нации больше нигде не будет http://vk.com/photo-25106701_358495135;0;;л3;4
1542;78873;181687;27235412;181047;25106701;03.04.2015 7:42;[id280218976|Котай], да как ты смеешь, шлюха!? я глава ДНР;0;;л4, е1;4
1543;78874;181921;6807056;181047;25106701;03.04.2015 15:55;Все пост советское пространство пасется на заработках в Москве. Штаты пасутся во всех странах мира. И кто тут ГЕГЕМОН?;1;;Ц4;4
1544;78875;182538;49432278;181047;25106701;06.04.2015 0:01;Очередное  успокоительное  для впечатлительных американских налогоплательщиков от Washington Post.;2;;Н2;2
1545;78876;182597;22519311;181047;25106701;06.04.2015 12:39;какие то они озабоченные реал);0;;Ч2;3
1546;78877;182870;140281626;181047;25106701;06.04.2015 19:27;слабое государство????????вот и наполеон с гитлером так считали.;0;;Ш2;3
