;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;ИНТЕНТ;
12551;55364;211453;20951405;211423;25106701;14.06.2015 17:05;[id208945391|Лев], так то,наше АВОСЬ - это прямое упование на Бога, как и должно быть. Мы работаем,но не можем все гарантировать,особо в сложных вопросах.;0;;;И3;4
12552;55365;211454;138114091;211423;25106701;14.06.2015 17:05;[id177613378|Тарлан], го я сфотграфирую бомжа из США, бомжа из Грузии и твою мамашу. Разницы никакой.;6;;;Л3;4
12553;55366;211456;20951405;211423;25106701;14.06.2015 17:06;[id1074471|Del], а когда за медсестры была 20000р,до деноминации?;0;;;Ц3;4
12554;55367;211457;304450992;211423;25106701;14.06.2015 17:06;[id177613378|Тарлан], Слева направо: кому ты хочешь вдуть, на ком ты хочешь жениться, кто тебе даст!;0;;;С3;4
12555;55368;211458;1325260;211423;25106701;14.06.2015 17:06;согласен, чет будущее печальное у нас, квартиры бешеных бабок стоят, продукты только крупы остались наши, остальное выкупили западные фирмы, даже буратино теперь торговая марка кока коллы;4;;;В2,У1;4
12556;55369;211459;1074471;211423;25106701;14.06.2015 17:06;[id20951405|Виталий], на полторы ставки;0;;;Ж4;4
12557;55370;211461;17640761;211423;25106701;14.06.2015 17:07;[id177613378|Тарлан], продолжаешь свою пропаганду чурка деревянная?)Американские девушки обычно от 150 кг и рожи у них толстые)));5;;;Ч3,Л3,Л4;4
12558;55371;211463;20951405;211423;25106701;14.06.2015 17:07;[id177613378|Тарлан], посмотри в зеркало -там пендосский петух.;0;;;Л4;4
12559;55372;211466;17640761;211423;25106701;14.06.2015 17:07;[id20951405|Виталий], разные медсестры, в кабинетах стоматологов и больше бывает зарабатывают;0;;;И3;4
12560;55373;211468;20951405;211423;25106701;14.06.2015 17:08;[id1325260|Дмитрий], ты загем буратину пьешь?<br>Квас бесплатный почти!;0;;;Ц3;4
12561;55374;211471;17640761;211423;25106701;14.06.2015 17:08;[id20951405|Виталий], он чурка обычный, фото не его -фейк));1;;;Щ3;4
12562;55375;211472;20951405;211423;25106701;14.06.2015 17:09;[id17640761|Григорий], а щас у тех же баб,13000р )))<br>На вас можно подлогу учиться.;0;;;С3;4
12563;55376;211475;20951405;211423;25106701;14.06.2015 17:10;[id177613378|Тарлан], когда резать тя будут,напомни русским!;0;;;М3;4
12564;55377;211479;1325260;211423;25106701;14.06.2015 17:11;[id20951405|Виталий], квас тоже не все бренды российские, например русский дар от пепси колы;0;;;Щ4;4
12565;55378;211481;20951405;211423;25106701;14.06.2015 17:11;[id17640761|Григорий], да такое чмо с аула,ослов токо ебет!<br>Зачем ему баба? Раз такое простит,видно бичара с помойки.;0;;;Л3;4
12566;55379;211483;20951405;211423;25106701;14.06.2015 17:12;[id1325260|Дмитрий], домашний квас!<br>Три литра за ночь! Ну е моё, куда люди катятся?<br>2ложки сухарей, семь сахара на три литра.<br>Обобиться.;0;;;Ш3;4
12567;55380;211485;17640761;211423;25106701;14.06.2015 17:12;[id20951405|Виталий], Я говорю разные все и везде- в стоматологии многие зарабатывают по многу а в поликлиниках государственных мало (фото американской девушки прикрепил)) http://vk.com/photo-25106701_368704123;1;;;И4;5
12568;55381;211488;17640761;211423;25106701;14.06.2015 17:13;[id177613378|Тарлан], так ты в Америку уехал?? Ну вешаешь фотки красивых американских девушек?? Матом ругаешься не хорошо это))) Невоспитанный ты. Чурка одним словом;1;;;Т3,Л3;4
12569;55382;211493;20951405;211423;25106701;14.06.2015 17:17;[id177613378|Тарлан], тЫ че на фото дрочишь?<br>Я думал ослов,собак,свиней ебешь токо.;0;;;Л3;4
12570;55383;211498;17640761;211423;25106701;14.06.2015 17:19;[id177613378|Тарлан], печалятся те кто всякие гадости делают с утра и до вечера, а сердца хороших людей печальными не бывают)))(;0;;;П3;4
12571;55384;211502;147452482;211423;25106701;14.06.2015 17:21;народная мудрость гласит - не кормите тролля. Когда тролля игнорируют, он ломает лбом монитор, сует собачьи какашки себе в рот и прыгает с 9го этажа. Не кормите тролля.;2;;;П3,Н3;4
12572;55385;211504;147452482;211423;25106701;14.06.2015 17:22;народная мудрость гласит - не кормите тролля. Когда тролля игнорируют, он ломает лбом монитор, сует собачьи какашки себе в рот и прыгает с 9го этажа. Не кормите тролля.;0;;;П3,Н3;4
12573;55386;211506;17640761;211423;25106701;14.06.2015 17:22;[id147452482|Александр], да ты прав этого деревянного американца более верно игнорировать)));0;;;В3,Г4;4
12574;55387;211508;147452482;211423;25106701;14.06.2015 17:23;народная мудрость гласит - не кормите тролля. Когда тролля игнорируют, он ломает лбом монитор, сует собачьи какашки себе в рот и прыгает с 9го этажа. Не кормите тролля.;2;;;П3,Н3;4
12575;55388;211511;147452482;211423;25106701;14.06.2015 17:26;[id17640761|Григорий], а то. не тыкаешь палочкой в кучку говна, оно и вонять перестанет);0;;;С4;4
12576;55389;211528;16499396;211423;25106701;14.06.2015 17:39;[id177613378|Тарлан], вы яркий представитель западной цивилизации ??;0;;;Ц3;4
12577;55390;211529;208945391;211423;25106701;14.06.2015 17:40;[id20951405|Виталiй], а бога то-нет;2;;;Щ4;4
12578;55391;211533;20951405;211423;25106701;14.06.2015 17:43;[id177613378|Тарлан], согласен с тобой. Ты отребье и скот!<br>Круто ты отьебучил: Хотя кто меня туда пустит, я же рашкованин, отребье, скот, я недостоин находиться на одной земле с американцами, с этими великими людьми. Блять, я обожаю США, но мне, рашкомрази, туда не попасть никогда.   <br><br>Видимо не ты осла ебешь,а осел еьет тебя! http://vk.com/photo20951405_369422994;0;;;Л3;4
12579;55392;211537;20951405;211423;25106701;14.06.2015 17:45;[id208945391|Лев], конечно. У сатанистов только Диавол и есть.;1;;;И3,С3;4
12580;55393;211542;200419173;211423;25106701;14.06.2015 17:48;[id177613378|Тарлан], по-моему они такие, кавказские девушки такие http://vk.com/photo-25106701_368707335 http://vk.com/photo-25106701_368707336;0;;;С3;4
12581;55394;211547;92832370;211423;25106701;14.06.2015 17:56;Банк Брикс, призывы к реформе банка МВФ, Евразийский союз, строительство нового шелкового пути, перевооружение армии, новая космическая станция, развития артики, все это не планы на будущее))), а вот новый твиты Навального - вот это планы на будущее)));1;;;Ц2,Ц3;4
12582;55395;211554;168031359;211423;25106701;14.06.2015 18:01;Один костюм на весь аул.;1;;;Н4;4
12583;55396;211555;20951405;211423;25106701;14.06.2015 18:01;[id177613378|Тарлан], не Соси у ослов,не вспомню.<br>Весь мозг тебе выебали они!<br><br> Хотя кто меня туда пустит, я же рашкованин, отребье, скот, я недостоин находиться на одной земле с американцами, с этими великими людьми. Блять, я обожаю США, но мне, рашкомрази, туда не попасть никогда.  ;0;;;Л4;4
12584;55397;211558;252652514;211423;25106701;14.06.2015 18:03;[id177613378|Тарлан], все ветки на паблике засрал,вот же ублюдок.;0;;;Л3,Т3;4
12585;55398;211561;20951405;211423;25106701;14.06.2015 18:04;[id252652514|Алан], знатный Джаба засланец. Очко наверное так же усердно будет мыть когда попадется.;0;;;Л3;4
12586;55399;211562;252652514;211423;25106701;14.06.2015 18:04;УБЕДИТЕЛЬНАЯ ПРОСЬБА К АДМИНАМ ЗАБАНИТЬ  ТАРЛАНА ДЖАБРАИЛОВА http://vk.com/tar3495 , ЗА СКВЕРНОСЛОВИЕ, ХАМСТВО И ОСКОРБЛЕНИЯ  В АДРЕС  ДРУГИХ УЧАСТНИКОВ ??? http://vk.com/photo-25106701_368708843;2;;;Г3;4
12587;55400;211575;252652514;211423;25106701;14.06.2015 18:13;УБЕДИТЕЛЬНАЯ ПРОСЬБА К АДМИНАМ ЗАБАНИТЬ  ТАРЛАНА ДЖАБРАИЛОВА http://vk.com/tar3495 , ЗА СКВЕРНОСЛОВИЕ, ХАМСТВО И ОСКОРБЛЕНИЯ  В АДРЕС  ДРУГИХ УЧАСТНИКОВ ??? http://vk.com/photo-25106701_368709574;2;;;Г3;4
12588;55401;211599;252652514;211423;25106701;14.06.2015 18:22;[id272083778|Александр], это типичный хохловатный тролль,неужели не встречали таких !<br>Не ведитесь на его провокации.;1;;;У3.Щ3;4
12589;55402;211616;252652514;211423;25106701;14.06.2015 18:32;Тарлан, еблан , ты хотя бы знаешь что такое аутизм?<br>Вот ты тупой утырок,тебе точно в США надо жить - там большинство такие как ты дебилоиды.;1;;;Л3;4
12590;55403;211644;3143586;211423;25106701;14.06.2015 18:59;В Ираке был режим в Ливии режим в Сирии режим на кубе режим может это те страны попросту которые имеют свою точку зрения не подходящую вашингтону ... по сути с режимом осталась одна страна в мире северная корея ...... и люди видят что происходит с теми странами где убирают режим и туда приходит демократия;1;;;И4;4
12591;55404;211668;284065102;211423;25106701;14.06.2015 19:18;Охренеть.. Либирастенок мерзкий, уже о подобии плана маршала говорит, будто уже разгромил Россию, как когда то СССР разгромил Германию. У либераста пэрэмога... Во сука...;1;;;Л3;4
12592;55405;211745;284065102;211423;25106701;14.06.2015 20:44;[id177613378|Тарлан], вы свои гомосексуальные фантазии и желание отсосать, не распростроняйте на окружающих.;5;;;Л3;4
12593;55406;211754;218647862;211423;25106701;14.06.2015 23:17;Какое будущее может быть на этой планете, если шакалов и шайтанов все больше и больше и они провоцируют на последнюю мировую. Обама чмо, англосаксы -карфаген, который наконец должен быть разрушен!;0;;;С4;4
12594;55407;211757;5310490;211423;25106701;15.06.2015 0:59;[id177613378|Тарлан], пошел ты нахуй в рот тебя ебать тролль;0;;;Л3;4
12595;55408;211758;5310490;211423;25106701;15.06.2015 1:01;[id200419173|Игорь], не надо грязи ни на русских ни на кавказских девушек, мы все в России живем...;1;;;З3;4
12596;55409;211759;200419173;211423;25106701;15.06.2015 1:04;[id5310490|Георгий], мне не нужны ваши сопли..как хочу так и отвечаю идиоту с кавказа, за наезд на русских...;1;;;Ф3,Л3;4
12597;55410;211760;5310490;211423;25106701;15.06.2015 1:05;[id200419173|Игорь], сопли у тебя по-видимому в носу, узколобый ты тип;1;;;Л3;4
12598;55411;211761;24124116;211423;25106701;15.06.2015 2:02;Может  этого гурьева обидели чем в России;0;;;А4;3
12599;55412;211763;267153497;211423;25106701;15.06.2015 2:45;Для Запада ваша Украйна нужна только для своей выгоды, они из вас все соки вытянут... Я знаю какие оторозки американцы НАТО, когда их самолеты кидали на простой народ Сербии бомбы с ураном! Не было бы Россий рядом с Украиной,то самолеты НАТО кидали бы и на Украину свой бомбы как на Югославию, или Косово, а так боятся Россия потом на них кинет тысячи ядерных бомб !!!у вас по ходу своей головы нету, понять что все это дело рук США , развал стран с помощью психологически информационной войны,сталкивают один народ лбами... Америка уже выгоду получает от падения украинской экономики Правый сектор еще те придурки..... В США специальные  психологи которые умеют рушить другие страны с помощью лживой информации в СМИ!!! Из последнего интервью Слободана Милошевича:<br>“Русские! Я сейчас обращаюсь ко всем русским, жителей Украины и Беларуси на Балканах тоже считают русскими. Посмотрите на нас и запомните – с вами сделают тоже самое, когда вы разобщитесь и дадите слабину. Запад – цепная бешеная собака вцепится вам в горло.<br>Братья, помните о судьбе Югославии! Не дайте поступить с вами так же!» <br>«Зачем вам Европа, русские? Трудно найти более самодостаточный народ чем вы. Это Европа нуждается в вас, но не вы в ней. Вас так много – целых три страны, а единства нет! У вас есть все свое: много земли, энергия, топливо, вода, наука, промышленность, культура. Когда у нас была Югославия и мы были едины, мы ощущали себя великой силой, способной свернуть горы. Теперь, из-за нашей же глупости, национализма, нежелании слышать друг друга Югославии больше нет и мы – прыщи на политической карте Европы, новые рынки для их дорогого барахла и американской демократии». Америка хрен знает где ,и её главный враг Россия , Америке плевать на украинский народ.. Они для неё всеголиш инструмент чтобы подобраться к границам России. А в России у многих в Украине родственники живут да и вообще разница между людьми только язык внеше отличий почти нет... Украина лишь инструмент... когда США добьются переворота в России ,и у нас исчезнит ядерное оружие;4;;;Ж4.И4;4
12600;55413;211774;9191918;211423;25106701;15.06.2015 7:20;Даже до конца не стал читать этот бред.;1;;;Г3;4
12601;55414;211776;9191918;211423;25106701;15.06.2015 7:30;Согласен,там 100% сидит прыщавый задрод и строчить сутками херню всякую,да и тролль из него так себе,не тролль вовсе, больной неудачник!;0;;;Л3;4
12602;55415;211778;252652514;211423;25106701;15.06.2015 7:41;[id200419173|Игорь], кто с Кавказа ? Тарлан ?<br>Этот придурок не с Кавказа, можете мне поверить.<br>Судя по манерам и воспитанию, скорее с Юкрэйн.<br>Насчёт Кавказа я бы на вашем месте был осторожней в высказываниях,ибо вы ведётесь на примитивные провокации укротролля, тем самым подыгрываете ему, демонстрируя свою примитивность и простоту(в худшем значении этого слова). <br>Хотя вы возможно делаете это осознанно и злонамеренно,тоже вариант.;0;;;Щ3;4
12603;55416;211779;191323200;211423;25106701;15.06.2015 8:45;Россия не нуждается в дополнительных финансах с Запада,у неё и так денег хватит для модернизации своей промышленности и с-х.Единственно чего этой стране не хватает-желания экономического роста со стороны правящего класса.Правящий класс в России экономического роста боится.;0;;;О1,Х1,Т4;4
12604;55417;211780;200419173;211423;25106701;15.06.2015 9:09;Примитивность, простоту... Во как, наш вы высокоразвитый!!! Мне только не надо намекать на одухотворенность Кавказа!  Видим вашу культуру на улицах русских городов. Хотя в одном вы правы, зря повелся на этого тролля....;0;;;Н3;4
12605;55418;211781;252652514;211423;25106701;15.06.2015 10:16;Игорь,что вы  хотите сказать ? Если судить о культуре русского народа по передачам Малахова или Гордона , то волосы на голове дыбом встанут.Я же этого не делаю.<br>Не надо упрощать и делать выводы, основываясь на ложных посылах и ярлыках. <br>Вы мало что знаете о культуре и традициях Кавказа, а потому убедительная просьба, уймите свою ксенофобию.<br>Не время и не к месту...;1;;;Н3,Р3,С3;4
12606;55419;211784;200419173;211423;25106701;15.06.2015 10:26;[id252652514|Алан], не удивлен, что представитель кавказа знает слово ксенофобия. Видимо, прекрасно осознает, что испытывает к ним большинство представителей России. Но ко мне не надо лезть со своими  убедительными просьбами . Если вы судите о русских по передачам, то я вижу ваши  традиции  своими глазами. Просьба, как к представителю высокоразвитого народа: не надо мне писать, мне не интересен с вами диалог. Спасибо.;0;;;И4,Г3;4
12607;55420;211786;252652514;211423;25106701;15.06.2015 10:32;Игорь, жаль...очень жаль, удовлетворю вашу просьбу, видимо у вас ну ОЧЕНЬ  большие проблемы с ксенофобией. Бывает...Только не стоит говорить от лица всей России...<br>Последняя ремарка : <br>Кавказ - имя собственное, как и Россия , на русском языке пишется с заглавной буквы.;2;;;И4;4
