;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;ИНТЕНТ;
4713;39581;231924;274381116;231899;25106701;13.08.2015 5:14;[id182177164|Андрей], Не надо Нам Навязывать Свою Дисфункцию .Этот Сучий Вой мы слыхали в разных Упаковках .типа что Секс Это Трахаться ..<br>sex adj. num. card, шесть PI, Lcr etc. <br>Sex: сокр. к Sextus. <br>sexagenarius, a, um [sexageni] 1) содержащий шесть- <br>десят, состоящий из шестидесяти, напр. 60-дюймовый <br>(в сечении) (fistula Frontin) или оплачиваемый 60 000 се- <br>стерциев (procuratio СУ) :  2) шестидесятилетний Q, Su: <br>sexagenarios de ponte погов. Vr шестидесятилетних <br>стариков долой с моста (так как римлян, достигших <br>этого возраста, молодёжь, якобы, неохотно пропускала <br>через контрольные мостки, по которым проходили <br>избиратели к месту выборов). <br>sexageni, ae, a (gen. pi. um) num. distr. [sexaginta] <br>(редко sg. Aug) 1) по шестидесяти С, L etc. :  2) шесть- <br>десят С etc. <br>sexagesima, ae f (sc. pars) 1/во-ая PM. <br>sexagesimus, a, um num. ord. [sexaginta] шестидеся- <br>В Слове сексуалия нет Слова SEX = Оно состоит из трех Слов = SECO +SUUS +ALIA = читать :  Разорвать- на свое личное - отличное от другого . Не пополам ,а На свое отличное от другого .<br>SEXUS = SECO +SUUS = слова Секс =даже и близко нет ..это вырванная неофитами часть знаний под себя . Научная истина побеждает НЕ тогда, когда оппоненты убеждаются в нашей правоте и прозревают, а тогда, когда оппоненты в конце концов умирают, а новое поколение вырастает, будучи уже знакомыми с ней . (Макс Планк)<br>так И Здесь . Интеграция в Системе отсчета Без внешних Оккупантов США и БРИТАНИЯ . <br>Слепота защищает от шизофрении Малоизвестный, но очень интересный факт: у людей, рожденных слепыми, не бывает шизофрении! На первый взгляд это утверждение звучит не очень правдоподобно и вызывает массу вопросов, в том числе главный: может быть, речь идет о простом совпадении, ведь слепорожденных людей не так уж много? Неужели за все время никто не обратил внимания на этот феномен? На самом деле, специалисты давно знают и изучают эту закономерность. Ведь именно она может помочь нам не только лучше понять болезнь, но и возможно, най;0;;;И4,П4;4
4714;39582;231938;31490296;231899;25106701;13.08.2015 6:16;где это к зарплатам прибавка за доносительство?дайте мне такуюработууу.всех сдам!;0;;;Ц3,С1;4
4715;39583;231940;58295640;231899;25106701;13.08.2015 6:55;Хахахахаха! Вчера перебрал с водкой и пивом. Так утром нехорошо было. Никак не мог проблеваться. И два пальца и ни фига. А статейку прочёл и так блеванул распрекрасно. Требую полный архив статей этой газетёнки. Надёжное рвотное! ???????;1;;;Ц2;4
4716;39584;231942;139685782;231899;25106701;13.08.2015 7:22;Вообще-то гонорар за доносительство - это обычная практика в штатах, был случай,когда там  информатору выплатили 3 млн долларов за предупреждение ущерба в госзаказе. Автор не логичен и в определении агрессии, которая якобы  растет в России, но ,тем не менее,  делает вывод, что Россия с ее ну очень слабой армией и плохим вооружением  неспособна   к агрессии против ЕС,  с другой стороны  - он одобряет агрессию Евросоюза против  обычного негодяя  и признаёт Россию ядерной державой. Как говорил герой фильма  Иван Васильевич меняет профессию :  Как же понять-то  тебя, хороняка? В общем,  с чем можно согласиться с автором, так это с  призывом к чувству юмора, с которым и нужно отнестись к этому  разглагольствованию, хамскому  по форме и невразумительному по содержанию??;4;;;И2,Н2;4
4717;39585;231943;217973765;231899;25106701;13.08.2015 7:22;У кого еще не отпали сомнения про просвященный запад, желающий нам добра и процветания?;3;;;И3,С3;4
4718;39586;231944;217973765;231899;25106701;13.08.2015 7:24;Достаточно прочитать их перлы и не надо никакой тн   путинской пропаганды )));2;;;Ч2;4
4719;39587;231955;160494333;231899;25106701;13.08.2015 7:44;&gt : Путин очень ошибся, оценивая Евросоюз<br>&gt : ( Tablet , США);0;;;Т4;4
4720;39588;231956;111550822;231899;25106701;13.08.2015 7:45;[id160494333|Андрей], это пентосоюз ошибся , оценивая нашу Родину. в   Таблет   одни наркоманы;0;;;Т4,С3;4
4721;39589;231957;29632319;231899;25106701;13.08.2015 7:47;Отписываюсь;0;;;Г2;4
4722;39590;231966;278315067;231899;25106701;13.08.2015 8:37;Боятся ,значит уважают))Надо срочно поднимать производство и в первую очередь электронику и микроэлектронику и заводы должны быть в России ,а не на стороне.Тогда задавим их совсем.;2;;;Ф4,М4;4
4723;39591;231970;5293712;231899;25106701;13.08.2015 9:08;Интеграция Европы??? А-а-а! Помним, а, как же! Но Европа, кажется, забыла...;1;;;Ж4;4
4724;39592;231972;145394674;231899;25106701;13.08.2015 9:15;такое ощущение, что кроме Путина, мировой прессе обсуждать больше не чего.;0;;;Ч2;4
4725;39593;231974;1074471;231899;25106701;13.08.2015 9:27;Нашисты сразу бросились защищать господина;1;;;Т3;4
4726;39594;231976;184388038;231899;25106701;13.08.2015 9:36;Да пускай хоть упишутся и усыкаются какой в России президент, какой в России укроп или ещё чего придумают. Боятся, ссутся, а как яблоки созреют и гнить начнут от нереализованности - плакать будут. А нам во всех случаях плевать на них, да посмеяться.;0;;;Щ4,У1;4
4727;39595;231977;111550822;231899;25106701;13.08.2015 9:43;одно слово , Европа -Саша одна большая помойная яма .;0;;;Н4;4
4728;39596;231981;1118657;231899;25106701;13.08.2015 9:50;Мы порвём за Путина. И не какой он не нигодяй. И очень хорошо что он управляет ядерной державой. Вам сильная Россия не нравится, зато Ельцина Вы любили  который с Горбачевым страну развалил. Тогда вы смеялись над Россией, унижали и ни восточных не ставили. Сейчас же вы просто боитесь, обычным животным страхом. И всё что бы Россия не сделала будет плохо и ужасно. Вам нужно что бы мы были опять слабыми и голодными и правели  Ельцины  и  Горбачовы ;0;;;М4,Т4,Н4;4
4729;39597;231982;1118657;231899;25106701;13.08.2015 9:50;Мы порвём за Путина. И не какой он не нигодяй. И очень хорошо что он управляет ядерной державой. Вам сильная Россия не нравится, зато Ельцина Вы любили  который с Горбачевым страну развалил. Тогда вы смеялись над Россией, унижали и ни восточных не ставили. Сейчас же вы просто боитесь, обычным животным страхом. И всё что бы Россия не сделала будет плохо и ужасно. Вам нужно что бы мы были опять слабыми и голодными и правели  Ельцины  и  Горбачовы ;0;;;М4,Т4,Н4;4
4730;39598;231983;307296345;231899;25106701;13.08.2015 9:59;[id43283809|Олег], российская армия - это миф. Так что эксперт прав.;1;;;В2,Ч4;3
4731;39599;231984;307296345;231899;25106701;13.08.2015 10:00;[id111550822|Константин], выгляни  у себя в окно, увидишь реальную помойную яму));1;;;С3;4
4732;39600;231985;111550822;231899;25106701;13.08.2015 10:02;[id307296345|Sergey], какой ты смешной , ты Петросян , да ???;0;;;Ц3;4
4733;39601;231987;177613378;231899;25106701;13.08.2015 10:08;[id111550822|Константин], не, он прав.;0;;;В2;3
4734;39602;231988;111550822;231899;25106701;13.08.2015 10:09;[id177613378|Тарлан], в чем он прав ?;0;;;А3;4
4735;39603;231989;177613378;231899;25106701;13.08.2015 10:12;[id111550822|Константин], во всём.;0;;;И3;4
4736;39604;231990;111550822;231899;25106701;13.08.2015 10:13;[id177613378|Тарлан], отдохни пацанчик;0;;;Г3;4
4737;39605;231991;177613378;231899;25106701;13.08.2015 10:13;[id111550822|Константин], Россия загнивает, только дурак не видит этого. С нетерпением жду американских морпехов.;0;;;У4,С3;4
4738;39606;231992;111550822;231899;25106701;13.08.2015 10:14;[id177613378|Тарлан], долбоеб .;1;;;Л3;4
4739;39607;231993;177613378;231899;25106701;13.08.2015 10:15;[id111550822|Константин], отдыхать на том свете будешь.;0;;;М3;4
4740;39608;231994;177613378;231899;25106701;13.08.2015 10:15;[id111550822|Константин], приятно познакомиться, я Тарлан.;0;;;Ш3;4
4741;39609;231995;177613378;231899;25106701;13.08.2015 10:16;[id111550822|Константин], шлюшка написала свой высер и добавила в чс. Типичный пидорахен. Ничего, допрыгаешься, птенчик.;1;;;Л2,М2;4
4742;39610;232024;202959370;231899;25106701;13.08.2015 11:58;[id177613378|Тарлан], ты не морпехов ждёшь а член перед носом. Петушок Тарланчик распетушился , раскудахтался;0;;;Н3;4
4743;39611;232039;177613378;231899;25106701;13.08.2015 12:15;[id202959370|Андрей], обожаю, когда пидорахены защищают свою говнострану. Свою мамашу так не защищают, как говнострану.;0;;;Л3,С3;4
4744;39612;232043;202959370;231899;25106701;13.08.2015 12:23;[id177613378|Тарлан], обожательница дырявая мне твои фетишы неинтересны. Иди своему бойфренду рассказывай это , я не он не путай;0;;;Л3,С3;4
4745;39613;232052;177613378;231899;25106701;13.08.2015 12:33;[id202959370|Андрей], бла-бла-бла. Конструктивно есть чё?;0;;;Н3;4
4746;39614;232068;3925131;231899;25106701;13.08.2015 12:47;[id177613378|Тарлан], у тебя обезьяна ничего нет конструктивного;0;;;Ч3,Л3;4
4747;39615;232088;202959370;231899;25106701;13.08.2015 13:01;[id177613378|Тарлан], конструктивно по теме что ты обожаешь ? Ты дурачек это тебе к врачу, в крайнем случае как родителям . Спроси у них почему ты такой дибил , почему в 20 лет тебя так тяготит мысль и желание чтоб пришел какой нибудь морпех негр из США и захватил твою страну. Нее скорей тут врач нужен он тебе растолкует твои влажные фантазии;0;;;Н3;4
4748;39616;232097;177613378;231899;25106701;13.08.2015 13:06;[id3925131|Сергей], со своим папашей так будешь разговаривать, чертило.;0;;;Л3;4
4749;39617;232099;177613378;231899;25106701;13.08.2015 13:08;[id202959370|Андрей], не, это тебе к врачу. Скажи, так и так, у меня имеется нестерпимое желание порвать собственную жопу ради расии матушки. Ах да, ещё скажи, что у тебя вата головного мозга (который у тебя со временем атрофируется от постоянного накатывания за расию матушку).;0;;;Ф3,Л3;4
4750;39618;232101;177613378;231899;25106701;13.08.2015 13:09;[id3925131|Сергей], ты не из Омска? Я тебя научу уму-разуму (ремнём по жопе).;0;;;А3,М3;4
4751;39619;232108;202959370;231899;25106701;13.08.2015 13:14;[id177613378|Тарлан], милая подскажи–покажи где я что писал что я патриот прям ващее? Я даже на выборы ходил последний раз в 96 году ибо был в армии там не спрашивали. Ты пытаешься увезти меня от темы где ты так мечтаешь чтоб тебя нагнул морпех из США , приписывая мне что я вата , патриот . А почему я вата ну ка подскажи по факту ?  Родная только думай головой а не жо.ой и не фантазируй;0;;;Т3,Л3;4
4752;39620;232111;252652514;231899;25106701;13.08.2015 13:17;Таблоиду  Тhe Tablet  стоило бы помнить , что президент России В.В. Путин  легитимен  и выбран на свою должность с большим перевесом народом России. И любые оскорбления в его адрес это и оскорбление миллионов россиян. <br>Но видимо такие тонкости недоступны  закусившим удила шелкопёрам и пропагандонам Запада.;3;;;Ч2.Ч4;4
4753;39621;232117;177613378;231899;25106701;13.08.2015 13:23;[id202959370|Андрей], заметь, я не оскорблял тебя. Я оскорбил исключительно пидорашку. Однако ты начал рвать за неё жопу. Именно поэтому ты - вата.;0;;;Ф3,Л3;4
4754;39622;232118;177613378;231899;25106701;13.08.2015 13:23;[id252652514|Алан], пошёл нахуй.;0;;;Г3;4
4755;39623;232127;202959370;231899;25106701;13.08.2015 13:41;[id177613378|Тарлан], да мне пофиг , оскорблял ты кого дура. Мне твоя дырявая фантазия что ты мечтаешь лечь под морпеха удивила. Я лишь вижу в ней твои гейские мечты. А ты пыжишься выкрутиться кричишь о какой то политики . Признался сам что гей и не надо отмазок политика и география тут не при делах;0;;;Л4;4
4756;39624;232137;177613378;231899;25106701;13.08.2015 14:04;[id202959370|Андрей], в общем, гуляй, рванина.;0;;;Г3;4
4757;39625;232141;201865778;231899;25106701;13.08.2015 14:09;[id177613378|Тарлан], интересно в какой говностране вы живете, неуважаемый?;0;;;С3;4
4758;39626;232142;177613378;231899;25106701;13.08.2015 14:09;[id201865778|Дмитрий], нахуй иди.;0;;;Г3;4
4759;39627;232150;201865778;231899;25106701;13.08.2015 14:17;[id177613378|Тарлан], вот ты олень. Ты кроме хуй и других аналогичных слов знаешь ещё слова;0;;;Л3,П3;4
4760;39628;232152;201865778;231899;25106701;13.08.2015 14:19;[id177613378|Тарлан], раз не говоришь в какой стране живешь, значит страна похуже будет. Но судя по имени в горах где нибудь. В каком нибудь ауле наверное.;0;;;С3;4
4761;39629;232185;177613378;231899;25106701;13.08.2015 15:17;[id201865778|Дмитрий], нахуй иди. Чё, тупой что ли?;0;;;Г3;4
4762;39630;232186;177613378;231899;25106701;13.08.2015 15:17;[id201865778|Дмитрий], в пидорахии.;0;;;Л4;4
4763;39631;232207;202959370;231899;25106701;13.08.2015 15:46;[id177613378|Тарлан], у вас геев так принято кто не с вами тот рванина ?  Ты же меня не видел незнаешь. 20летнее чмо сидящее на шее родителей может определить кто рванина, ты себе жувачку не покупал на свои не разу . А учитывая какая ты тупость то расчитывай только на родственников если они тебя пропихнут и устроят. Сам то ты ноль дырявый;0;;;Н3;4
4764;39632;232213;177613378;231899;25106701;13.08.2015 15:55;[id202959370|Андрей], тебе чё надо? Поговорить не с кем?;0;;;Г3;4
4765;39633;232219;202959370;231899;25106701;13.08.2015 16:10;[id177613378|Тарлан], я с петухами только через сеть общаюсь , так брезгую. Вот ты как яркий представитель петушиного сообщества и я тебя изучаю. Туповатый правда ты но работаю с тем что есть;0;;;Л3,С3;4
4766;39634;232284;177613378;231899;25106701;13.08.2015 17:31;[id202959370|Андрей], ты ещё не понял, что с тобой здесь никто беседовать не намерен? Чё тупишь-то? не тормози.;0;;;Г3;4
4767;39635;232307;202959370;231899;25106701;13.08.2015 18:09;[id177613378|Тарлан], это вы тупите , я что писал что я с тобой беседую? Нет я же написал изучаю таких петухов как ты . Вот вижу реакцию  . Ты же что то кудвхчишь в ответ а это не беседа;0;;;Ф3,Л3;4
4768;39636;232421;177613378;231899;25106701;13.08.2015 19:24;[id202959370|Андрей], изучаешь вконтакте? Ясно всё с тобой. Чё, в лабораторию не пустили по причине твоего скудоумия?;0;;;Ш3,Ц3;4
4769;39637;232624;202959370;231899;25106701;13.08.2015 21:13;[id177613378|Тарлан], так а где такое пасёться как ты ? Только вконтакте , ты ведь в жизни как мышь серая молчишь в тряпочку а в сети кукарекаешь . Вот здесь вас изучаю .;0;;;Н3;4
4770;39638;232675;177613378;231899;25106701;13.08.2015 21:44;[id202959370|Андрей], трижды лол. Я уже раз 5 забивал стрелу таким же, как ты (то есть плодам инцеста шлюхи и алкаша). Никто не пришёл. Ни разу. Вся ваша суть, пидорашкинские патриотомрази.;0;;;Л3;4
4771;39639;232728;272083778;231899;25106701;14.08.2015 0:15;The Tablet! Прошерстите свой персонал, одни негодяии, а за нашего ВВП можете в рог схлопотать!!! Ясно ответил?;0;;;Т2,М2;4
4772;39640;232732;272083778;231899;25106701;14.08.2015 0:18;Вот, Тарланчик выскочил с ядохимикатов, сейчас травить начнёт про гарную страну пиндосию... Вот якагнида...;0;;;Л3,У3;4
4773;39641;232736;272083778;231899;25106701;14.08.2015 0:21;[id202959370|Андрей], про петушку Тарланчика , согласен!!!!! Гейропец с наклонностями к гейпендосии!!!!;0;;;Л3;4
4774;39642;232748;1630004;231899;25106701;14.08.2015 0:34;Тablet жёлтое издание?;0;;;А3;3
4775;39643;233197;116101122;231899;25106701;14.08.2015 14:19;??  ??  ?? негодзяй...;0;;;Л3;4
4776;39644;233262;202959370;231899;25106701;14.08.2015 16:33;[id177613378|Тарлан], дура какие стрелки ? Такая дурочка как ты кому нужна? Иди чпокайся под хвост со своим бойфрендом , с ним и забивай стрелки;0;;;Б3,Н3;4
4777;39645;233263;177613378;231899;25106701;14.08.2015 16:34;[id202959370|Андрей], ты опять выходишь на связь, мудило?;0;;;Г3.Л3;4
