;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;интент;
8469;63095;201181;70796805;201161;25106701;25.05.2015 8:16;Это вообще к чему написано? И каков смысл?;0;;;П3;4
8470;63096;201182;298594283;201161;25106701;25.05.2015 8:16;[id82853210|Сергей], у тебя раздвоение личности рогулёнок?;0;;;Н3,Л3;4
8471;63097;201183;82853210;201161;25106701;25.05.2015 8:16;[id298594283|Алексей], а у тебя она,личность вовсе отсутстствует.Только язык,ворам задницу лизать.;0;;;Л3;4
8472;63098;201184;298594283;201161;25106701;25.05.2015 8:17;[id82853210|Сергей], диванный боец, почему ты не в АТО? Отмазался, откупился ссыкун ебливый? Или в России жопу трешь мразь?;0;;;Н3;4
8473;63099;201185;82853210;201161;25106701;25.05.2015 8:18;[id298594283|Алексей], мразь это ты сученок,а мои предки еще с Ермаком в Сибирь ходили.;0;;;Л3,Е1;4
8474;63100;201186;298594283;201161;25106701;25.05.2015 8:19;[id82853210|Сергей], копыта свои убери от  клавы  и быстро в военкомат убежал. Твои протоукры на Солнце жили, знаем из вашей истории.;0;;;Ц3,Л3;4
8475;63101;201187;82853210;201161;25106701;25.05.2015 8:20;[id298594283|Алексей], Я с военкоматом еще в 81-м году расчитался в Афгане.А ты из под лавки не вылезай...;0;;;Ф3,С3;4
8476;63102;201188;298594283;201161;25106701;25.05.2015 8:21;[id82853210|Сергей], значит опыт есть, стрелять думаю не разучился, тогда быстро записывайся в батальоны  Навоз ,  Айдар  или  Пидоров Сектор ;0;;;С3,Л3;4
8477;63103;201189;82853210;201161;25106701;25.05.2015 8:22;[id298594283|Алексей], без советов уёбка поддиванного обойдусь.;0;;;Л3;4
8478;63104;201190;202959370;201161;25106701;25.05.2015 8:22;Сергей, вы удивительный персонаж. Я таких встречал как вы встречал часто. Вы одиноки, всё жизнь прожили с мамой, в жизни всегда молчали и неспособны на мужские поступки. И вот под конец жизни как Дон Кихот решили бороться с драконом во власти через соцсеть. Сея дерьмо всюду;1;;;Щ3;4
8479;63105;201191;298594283;201161;25106701;25.05.2015 8:23;[id82853210|Сергей], диванный уебок здесь только ВЫ, не проецируйте свою ущербную сущность на других.;0;;;Л3;4
8480;63106;201192;82853210;201161;25106701;25.05.2015 8:24;[id202959370|Андрей], а апломба,то апломба !!! Прямо юный натуралист ! С чего вы взяли,что ваши ценные наблюдения мне интересны ?;0;;;Н3;4
8481;63107;201193;82853210;201161;25106701;25.05.2015 8:24;[id298594283|Алексей], вали плешфюреру задницу лизать чмо поддиванное;0;;;Л3;4
8482;63108;201194;298594283;201161;25106701;25.05.2015 8:25;[id82853210|Сергей], у тебя один ответ на все вопросы, типичный рогуль ??;0;;;Т3;4
8483;63109;201195;82853210;201161;25106701;25.05.2015 8:26;[id298594283|Алексей], так ты как бл чморём поддимванным,так и остался.Что ж мне тебя в Герои записывать,уёбок ?;0;;;Л3;4
8484;63110;201196;298594283;201161;25106701;25.05.2015 8:26;[id82853210|Сергей], ответь селюк, ты в России или в укранде живешь?;0;;;А3,Н3;4
8485;63111;201197;82853210;201161;25106701;25.05.2015 8:27;[id298594283|Алексей], я перед чмошниками не отчитываюсь.Учись разговаривать вежливо,путинёныш позорный,может и отвечу.;0;;;Ф3,Л3;4
8486;63112;201198;202959370;201161;25106701;25.05.2015 8:28;[id82853210|Сергей], значит попал в точку.  Попробуйте к психологу или психиатра посетить может ваша лич. жизнь наладиться и когда вы отдадите богу душу о Вас будут говорить хорошо а не молчать;0;;;Н3;4
8487;63113;201199;82853210;201161;25106701;25.05.2015 8:28;[id202959370|Андрей], мне твой доктор не поможет.У меня ангина...;0;;;Ф3;4
8488;63114;201200;298594283;201161;25106701;25.05.2015 8:28;[id82853210|Сергей], тебе уебку стыдно признаться, что ты в России живешь и плюешь в руку дающего, опять же типичный хохол;0;;;Л3,Т3;4
8489;63115;201201;298594283;201161;25106701;25.05.2015 8:29;[id82853210|Сергей], у тебя ФГМ, а не ангина.;0;;;Ц3;4
8490;63116;201202;82853210;201161;25106701;25.05.2015 8:29;[id298594283|Алексей], чмо глупое.Россия Вечная и плешвор временный это разные вещи.;0;;;П3,Л3;4
8491;63117;201203;70796805;201161;25106701;25.05.2015 8:29;[id82853210|Сергей], а что ты здесь возмущаешься? Если так радеешь за Украину, так иди и построй на ней что-нибудь. Я вообще против каких-то братских отношений, лишь чистая экономика. Власть должна отстаивать интересы КОРЕННЫХ НАЦИЙ своего государства и принимать решения в интересах ПОДАВЛЯЮЩЕГО БОЛЬШИНСТВА, даже притесняя интересы меньшинства.;2;;;И3;4
8492;63118;201204;82853210;201161;25106701;25.05.2015 8:29;[id70796805|Александр], я за Россию ратую.;0;;;Р1;4
8493;63119;201205;298594283;201161;25106701;25.05.2015 8:30;[id82853210|Сергей], у нас таких украинских лицемеров полно в строительстве. Один упырь живя и работая в России, поливает говном всех россиян на местном форуме, прикрываясь анонимностью с говорящим ником  партизанка . Мерзкие.;0;;;Щ3,Щ4;4
8494;63120;201206;82853210;201161;25106701;25.05.2015 8:31;[id70796805|Александр], а большинство,это стадо.Историю делают 5% А большинство-85% на утро это дело  одобряют .;0;;;И4;4
8495;63121;201207;82853210;201161;25106701;25.05.2015 8:32;[id70796805|Александр], на единственном референдуме в СССР в 91-м году, за его сохранение проголосовало 95% Привет ему ,-СССР.;0;;;Ц4;4
8496;63122;201208;298594283;201161;25106701;25.05.2015 8:34;[id82853210|Сергей], ты избранный, из 5%?;0;;;Ц3;4
8497;63123;201209;82853210;201161;25106701;25.05.2015 8:35;[id298594283|Алексей], я понимающий ситуацию Читал много,развивался.;0;;;Е1,О1;4
8498;63124;201210;298594283;201161;25106701;25.05.2015 8:35;[id82853210|Сергей], если за Россию ратуешь, то что скажешь насчет Крыма, его присоединения, референдума?;0;;;А3;4
8499;63125;201211;82853210;201161;25106701;25.05.2015 8:35;[id298594283|Алексей], такой ценой не нужен.;0;;;П4;4
8500;63126;201212;298594283;201161;25106701;25.05.2015 8:35;[id82853210|Сергей], хоть и читали много, но походу читали вы по диагонали.;0;;;Ч3;4
8501;63127;201213;82853210;201161;25106701;25.05.2015 8:36;[id298594283|Алексей], остроумно ! Помнишь еще,что училка тебе говорила...;0;;;Ц3;4
8502;63128;201214;298594283;201161;25106701;25.05.2015 8:36;[id82853210|Сергей], какой такой ценой, договаривайте сударь?;0;;;П3;4
8503;63129;201215;82853210;201161;25106701;25.05.2015 8:37;[id298594283|Алексей], войны с братским народом.Отталкиванием от себя всех бывших республик СССР.От нас теперь все бегут защитится в НАТО.;0;;;Т4;4
8504;63130;201216;298594283;201161;25106701;25.05.2015 8:38;[id82853210|Сергей], пиздец, вы рассуждаете как малолетка. Я шокирован вашим ответом. Вам сколько лет дядя?;0;;;Л3;4
8505;63131;201217;82853210;201161;25106701;25.05.2015 8:39;[id298594283|Алексей], а аргументы есть ? КРОМЕ ГЛУПОГО ПИЗДЕЖА ?Шокирован он,мля !!!;0;;;Т3;4
8506;63132;201218;82853210;201161;25106701;25.05.2015 8:43;http://vk.com/photo-77955720_367190581;1;;;;
8507;63133;201219;298594283;201161;25106701;25.05.2015 8:44;[id82853210|Сергей], какой вам нужен аргумент? Как мы их отталкиваем, эти бывшие республики? Россияне едут на заработки в укранду, Кыргызстан, Туркменистан и прочие станы? Мы воюем на их территориях? Если война с укропией, то пусть вводят военное положение, как никак вы должны это знать, прекращают все торговые и прочие связи. Кто кричал  москаляку на гиляку и ножи ? Кто убил миротворцев в Осетии, а теперь ноет о агрессии? Если мы тираны, то почему эти гандоны из бывшего соц.лагеря все едут к нам?;0;;;Ф3,Ф4;4
8508;63134;201220;298594283;201161;25106701;25.05.2015 8:44;[id82853210|Сергей], своей карикатурой ты показал свою ущербность тупой какел. ??;0;;;Л3;4
8509;63135;201221;298594283;201161;25106701;25.05.2015 8:45;[id82853210|Сергей], ты бы гнида ебаная не говорил от имени Россиян.;0;;;Л3;4
8510;63136;201222;82853210;201161;25106701;25.05.2015 8:46;[id298594283|Алексей], а при чем здесь МЫ ? Это заслуга предков.Это они нам глупым территории с нефтью добыли.А больше у нас нет ничего.Уже молотки и кувалд везем из Китая.Из нашего металла и дерева.Самим уже не по уму. вова все развалил;1;;;И4,Т4;4
8511;63137;201223;172064826;201161;25106701;25.05.2015 8:46;Мирошниченко , опять тут выдаёшь потоки бессознательного бреда , рагуля ты ватоголовая с уровнем развития пятилетнего ребёнка ));0;;;Т3,Л3;4
8512;63138;201224;298594283;201161;25106701;25.05.2015 8:47;[id82853210|Сергей], если ты гигант мысли, так придумай что-нибудь, а не стучи копытами по клаве.;0;;;Ц3;4
8513;63139;201225;298594283;201161;25106701;25.05.2015 8:47;[id172064826|Виталий], он великовозрастный укродолбоеб;0;;;Л3;4
8514;63140;201226;82853210;201161;25106701;25.05.2015 8:47;[id298594283|Алексей], дурак ты .Карикатуры показывает,что наши правители уничтожают русский народ,а ты по трусости или глупости им подмахиваешь. Да,ты обрезание то сделал уже ?;0;;;И4,Н3;4
8515;63141;201227;202959370;201161;25106701;25.05.2015 8:49;[id82853210|Сергей], скорее геморой;0;;;М3;4
8516;63142;201228;298594283;201161;25106701;25.05.2015 8:49;[id82853210|Сергей], в гигиенических целях все обрезания делают болван укропский, причем еще в детстве. Я бурят по нации и живем с русскими отлично. А таких какелов двуличных как ты, на дух не перевариваю.;0;;;П3,Л3;4
8517;63143;201229;82853210;201161;25106701;25.05.2015 8:50;[id202959370|Андрей], вы о чем,не понял ?;0;;;А3;4
8518;63144;201230;298594283;201161;25106701;25.05.2015 8:50;[id82853210|Сергей], не удивлен, если ты вкурить не смог мой посыл. Ты же имбецил;0;;;Л3;4
8519;63145;201231;82853210;201161;25106701;25.05.2015 8:51;[id298594283|Алексей], а...Бурят !!! То то... не славянин значит..Вносишь раздор в славянские народы,чмо огнепоклонное;0;;;Щ3,Л3;4
8520;63146;201232;298594283;201161;25106701;25.05.2015 8:52;[id82853210|Сергей], каким образом вношу раздор? Я вижу, что какелы его вносят, причем активно.;0;;;Ф3;4
8521;63147;201233;82853210;201161;25106701;25.05.2015 8:53;[id298594283|Алексей], так буряты,так хорошо горят в Украине,что в России уже жарко стало.;0;;;М4;4
8522;63148;201234;298594283;201161;25106701;25.05.2015 8:53;[id82853210|Сергей], у меня отец русский, а мать бурятка. В старых паспортах писали, что бурят, хотя не выгляжу как бурят.;0;;;Е1;4
8523;63149;201235;298594283;201161;25106701;25.05.2015 8:54;[id82853210|Сергей], одного убили, так теперь будешь хрюкать про тысячи убитых бурят, ты опять же типичный тупой хохол.;0;;;Л3;4
8524;63150;201236;82853210;201161;25106701;25.05.2015 8:54;[id298594283|Алексей], один хрен недоносок.Немцы таких уничтожали.Ты зря ратуешь за русский мир,следующим будешь т.ы;0;;;М3;4
8525;63151;201237;298594283;201161;25106701;25.05.2015 8:55;[id82853210|Сергей], а ты нацик ебучий оказывается.;0;;;Л3;4
8526;63152;201238;82853210;201161;25106701;25.05.2015 8:55;[id298594283|Алексей], приезжай на зиму.Уголь дорог...;0;;;Ц3;4
8527;63153;201239;298594283;201161;25106701;25.05.2015 8:56;[id82853210|Сергей], нахуя мне уголь, дровами топлю иногда(электробойлер стоит) и тупыми какелами));0;;;Ц3;4
8528;63154;201241;298594283;201161;25106701;25.05.2015 8:57;[id82853210|Сергей], в каком городе живешь гнида? Я из Иркутска.;0;;;А3,Е1;4
8529;63155;201242;82853210;201161;25106701;25.05.2015 8:57;[id298594283|Алексей], ты педрила всю страницу про  каклов   исписал,а как коснулось тупых бурятов,так сразу про национализм вспомнил !!!;0;;;Т3;4
8530;63156;201243;82853210;201161;25106701;25.05.2015 8:58;[id298594283|Алексей], оно и видно.Цивилизация не дошла...;0;;;Ш4;4
8531;63157;201244;298594283;201161;25106701;25.05.2015 8:58;[id82853210|Сергей], если вы такие, что я сделаю? так в каком городе живешь рогуль?;0;;;Ф3,А3;4
8532;63158;201245;82853210;201161;25106701;25.05.2015 8:58;[id298594283|Алексей], у жены требуй,Если женилка выросла.;0;;;Н3;4
8533;63159;201246;298594283;201161;25106701;25.05.2015 8:59;[id82853210|Сергей], зря твой отец на простыню не брызнул, глядишь не появился бы такой пидрила в виде тебя ??;0;;;С3,Л3;4
8534;63160;201247;298594283;201161;25106701;25.05.2015 9:00;[id82853210|Сергей], значит ты сыкло ебаное, раз боишься город написать. Хотя ты можешь и спиздеть насчет города;0;;;Т3;4
8535;63161;201248;82853210;201161;25106701;25.05.2015 9:00;[id298594283|Алексей], показал уровень интелекта.Теперь ясно,-электорат плешвора...;0;;;Н3;4
8536;63162;201249;82853210;201161;25106701;25.05.2015 9:01;[id298594283|Алексей], я могу просто не хотеть.Могу делать тебе ,ничтожеству назло...Многое что могу.;0;;;Е1,О1;4
8537;63163;201250;298594283;201161;25106701;25.05.2015 9:02;[id82853210|Сергей], ты можешь только срать и ссать под себя и на форумах, на большее ты не способен бестолочь великовозрастная. Ты же неудачник. А интеллекта у меня поболее, чем у тебя, здесь без вопросов.;0;;;Н3,Л3;4
8538;63164;201251;82853210;201161;25106701;25.05.2015 9:02;Уёбок,что меняет Казань или Рязань ?;0;;;Л3;4
8539;63165;201252;298594283;201161;25106701;25.05.2015 9:03;[id82853210|Сергей], сам загадку придумал, так сказать показать свой IQ?;0;;;Н3;4
8540;63166;201253;82853210;201161;25106701;25.05.2015 9:04;[id298594283|Алексей], ... а интелекта у меня...(с)Алексей Кузнецов...Заскриню,буду форумы смешить !!!;0;;;Ц3;4
8541;63167;201254;298594283;201161;25106701;25.05.2015 9:04;[id82853210|Сергей], опровергни;0;;;И3;4
8542;63168;201255;298594283;201161;25106701;25.05.2015 9:05;[id82853210|Сергей], ты сначала без ошибок научись писать, а потом хрюкай;0;;;Ф3,Л3;4
8543;63169;201256;82853210;201161;25106701;25.05.2015 9:05;[id298594283|Алексей], твоё существование,уже опровержение...;0;;;И3;4
8544;63170;201257;298594283;201161;25106701;25.05.2015 9:05;[id82853210|Сергей], аналогично, а твоё существование - это ошибка));0;;;Ш3;4
8545;63171;201258;82853210;201161;25106701;25.05.2015 9:05;[id298594283|Алексей], вот ты на ЖИ-ШИ тормознулся,а я дальше развивался...;0;;;Н3;4
8546;63172;201259;82853210;201161;25106701;25.05.2015 9:06;[id298594283|Алексей], самому не под силу ничего родить...;0;;;Н3;4
8547;63173;201260;298594283;201161;25106701;25.05.2015 9:06;[id82853210|Сергей], и где у меня ошибки ЖИ-ШИ?;0;;;А1;4
8548;63174;201261;82853210;201161;25106701;25.05.2015 9:07;[id298594283|Алексей], вот о этом и рассуждай.Чего ты убогий в политику лезешь то ?;0;;;Н3;4
8549;63175;201262;298594283;201161;25106701;25.05.2015 9:07;[id82853210|Сергей], ты даже ответить нормально не можешь баклан;0;;;Н3;4
8550;63176;201263;82853210;201161;25106701;25.05.2015 9:07;[id298594283|Алексей], отсутствие аргументов !!!;0;;;Б3;4
8551;63177;201264;298594283;201161;25106701;25.05.2015 9:08;[id82853210|Сергей], у тебя? согласен;0;;;В3;4
8552;63178;201265;82853210;201161;25106701;25.05.2015 9:08;Глупые,глупые буряты...Но горят хорошо...;0;;;С3;4
8553;63179;201266;298594283;201161;25106701;25.05.2015 9:09;[id82853210|Сергей], мда, у тебя еблана один ответ на все вопросы. Что с вас долбоебов взять, как у вас все запущено;0;;;Л3;4
8554;63180;201267;82853210;201161;25106701;25.05.2015 9:10;[id298594283|Алексей], в монитор поплюй от бессилия и неимения аргументов,неандерталец...;0;;;Ц3;4
8555;63181;201268;298594283;201161;25106701;25.05.2015 9:10;[id82853210|Сергей], хуила какелская, какие тебе нужны аргументы? По какому вопросу?;0;;;Л3;4
8556;63182;201269;82853210;201161;25106701;25.05.2015 9:10;[id298594283|Алексей], что буряты горят хреново...;0;;;Ф3;4
8557;63183;201270;82853210;201161;25106701;25.05.2015 9:11;По глупости.Защищая воров...;0;;;И3;4
8558;63184;201271;298594283;201161;25106701;25.05.2015 9:11;[id82853210|Сергей], ты пиздец как малолетка отвечаешь, впрочем ты им и являешься походу. Ничего вразумительного написать не можешь;0;;;Н3;4
8559;63185;201272;298594283;201161;25106701;25.05.2015 9:13;[id82853210|Сергей], ты уныл и туп;0;;;Л3;4
8560;63186;201273;82853210;201161;25106701;25.05.2015 9:13;[id298594283|Алексей], как услышу конкретный вопрос и увижу чела способного понять ответ.А ты глупый бурят,горящий в танке за воров.;0;;;Л3;4
8561;63187;201274;298594283;201161;25106701;25.05.2015 9:15;[id82853210|Сергей], как ты услышишь, ты рядом?)) Приведу аналогию: тогда ты глупый какел, горящий в танке за воров(Попрошенко);0;;;Л3;4
8562;63188;201275;82853210;201161;25106701;25.05.2015 9:17;Твоя Иркутская область вся в конкретной заднице Воры вам даже на больницы и образование не оставляют.А т глупец ищешь врагов за тридевять земель.Убожество.;0;;;П3;4
8563;63189;201276;298594283;201161;25106701;25.05.2015 9:17;[id82853210|Сергей], я уже задавал этот вопрос выше, повторюсь: Как мы их отталкиваем, эти бывшие республики? Россияне едут на заработки в укранду, Кыргызстан, Туркменистан и прочие станы? Мы воюем на их территориях? Если война с укропией, то пусть вводят военное положение, как никак вы должны это знать, прекращают все торговые и прочие связи. Кто кричал  москаляку на гиляку и ножи ? Кто убил миротворцев в Осетии, а теперь ноет о агрессии? Если мы тираны, то почему эти гандоны из бывшего соц.лагеря все едут к нам?;0;;;Т4,Ж4;4
8564;63190;201277;50216703;201161;25106701;25.05.2015 9:17;Хорош троллей кормить!;0;;;Ц3;4
8565;63191;201278;82853210;201161;25106701;25.05.2015 9:17;[id298594283|Алексей], Агрессией.;0;;;И3;4
8566;63192;201279;298594283;201161;25106701;25.05.2015 9:17;[id82853210|Сергей], ты гнида живешь в Иркутской области, чтобы так писать?;0;;;Ч3;4
8567;63193;201280;298594283;201161;25106701;25.05.2015 9:18;[id82853210|Сергей], пидар, какой агрессией,  разложи по полочкам  ответ.;0;;;Б3,Л3;4
8568;63194;201281;82853210;201161;25106701;25.05.2015 9:18;[id298594283|Алексей], читать умею.Да и по всей России так,чмошник,все в курсях кроме путинососов.;0;;;Ф3,Л3;4
8569;63195;201282;298594283;201161;25106701;25.05.2015 9:19;[id82853210|Сергей], читать умеешь, а мыслить нихуя не умеешь.;0;;;Т3;4
8570;63196;201283;82853210;201161;25106701;25.05.2015 9:19;[id298594283|Алексей], педрила.Агрессия с Украиной. Ты кроме Киселев ТВ где нибудь инфу черпаешь ?;0;;;Н3;4
8571;63197;201284;298594283;201161;25106701;25.05.2015 9:20;[id82853210|Сергей], ну и какая там агрессия?;0;;;А3;4
8572;63198;201285;298594283;201161;25106701;25.05.2015 9:20;[id82853210|Сергей], если агрессия, пусть вводят военное положение, их право.;0;;;П4;4
8573;63199;201286;298594283;201161;25106701;25.05.2015 9:20;[id82853210|Сергей], в общем пидарок, ты тролль ебаный оказывается, надо тебя в игнор.;0;;;Л3,Г3;4
8574;63200;201287;82853210;201161;25106701;25.05.2015 9:21;[id298594283|Алексей], пшел нах,ушлеок глупый.Аргументов нет,а дураком тебе и прикидываться не шадо .Повезло !!!;0;;;Л3;4
8575;63201;201288;298594283;201161;25106701;25.05.2015 9:21;[id82853210|Сергей], ты там свой монитор от желчи вытри пидар));0;;;Л3;4
8576;63202;201289;298594283;201161;25106701;25.05.2015 9:21;[id82853210|Сергей], а лучше убейся об стену, не нагружай экосистему своим вонючим телом.;0;;;Л3;4
8577;63203;201290;82853210;201161;25106701;25.05.2015 9:21;[id298594283|Алексей], сам то что нибудь придумай,ничтожество...;0;;;Н3;4
8578;63204;201291;298594283;201161;25106701;25.05.2015 9:22;[id82853210|Сергей], ответ из серии  сам дурак , аахахаха;0;;;Ц3;4
8579;63205;201292;82853210;201161;25106701;25.05.2015 9:22;[id298594283|Алексей], это твоя стратегия.От большого ума путинозадницелиза.;0;;;Ф3,Л3;4
8580;63206;201293;298594283;201161;25106701;25.05.2015 9:23;[id82853210|Сергей], пожалуй не буду тебя игнорить, потешный ты;0;;;Ш3,Х3;4
8581;63207;201294;172064826;201161;25106701;25.05.2015 9:23;Известный факт , что в укрине после известных событий на майдане , из-за недостатка финансирования , были закрыты почти все психбольницы страны. Известный во многих российских новостных группах , придурок и кретин Мирошниченко - один из ярчайших представителей этих самых бывших пациентов спецучреждений , отправленных новой властью на ''вольные хлеба'' , так сказать??;2;;;Щ3,Ш3;4
8582;63208;201295;298594283;201161;25106701;25.05.2015 9:24;[id172064826|Виталий], походу одну забыли закрыть и выключить тырнет));0;;;Ц4;4
8583;63209;201296;82853210;201161;25106701;25.05.2015 9:24;[id298594283|Алексей], ага. Сам небось уже и жену отпиздил и ребенку тумаков надовал.Хотя судя по  мыслям  ,-малолетка глупая...;0;;;Т3,Л3;4
8584;63210;201297;298594283;201161;25106701;25.05.2015 9:25;[id82853210|Сергей], причем здесь жена и дети, ты пиздец ебанутый, ахахаха. К чему этот высер?;0;;;Ф3,Л3;4
8585;63211;201298;82853210;201161;25106701;25.05.2015 9:25;[id298594283|Алексей], не доходит ?А путинососа вот не отрицаешь...;0;;;Н3,Л3;4
8586;63212;201299;298594283;201161;25106701;25.05.2015 9:26;[id82853210|Сергей], судя по твоим высерам в каментах, твой словарный запас и уровень интеллекта стремится к нулю.;0;;;Л3;4
8587;63213;201300;298594283;201161;25106701;25.05.2015 9:26;[id82853210|Сергей], путин твой Ьог? слишком часто его упоминаешь в суе));0;;;Ц3;4
8588;63214;201301;82853210;201161;25106701;25.05.2015 9:27;[id298594283|Алексей], пока мой стремится у тебя его и не зарождалось.Бурят,да еще вову любит !!! Откуда ???;0;;;Ф3,Н3;4
8589;63215;201302;298594283;201161;25106701;25.05.2015 9:28;[id82853210|Сергей], пфф, я за вову не голосовал, я других взглядов. Но пока достойных кандидатов нет.;0;;;Ф3;4
8590;63216;201303;298594283;201161;25106701;25.05.2015 9:28;[id82853210|Сергей], ты типичный какел-тролль. так уж и быть, покормлю тебя;0;;;П3,Ш3;4
8591;63217;201304;82853210;201161;25106701;25.05.2015 9:28;[id298594283|Алексей], начинаю тебя уважать ! А нет потому что воры всем кислород перекрыли.;0;;;Д3;4
8592;63218;201305;82853210;201161;25106701;25.05.2015 9:28;[id298594283|Алексей], спасибо,;0;;;Д3;4
8593;63219;201306;298594283;201161;25106701;25.05.2015 9:30;[id82853210|Сергей], укропы ответьте: почему вы требуете у России скидку на газ? Почему ваш президент Парашенко держит в Липецке завод Рошен? Почему вы говорите что Россия агрессор, а сами бежите от войны в Россию?;0;;;С3,Л3;4
8594;63220;201307;298594283;201161;25106701;25.05.2015 9:31;[id82853210|Сергей], на твое уважение я срал, впрочем как и на тебя тоже.;0;;;Ф3,Л3;4
8595;63221;201308;82853210;201161;25106701;25.05.2015 9:32;[id298594283|Алексей], не ко мне.;0;;;К3;4
8596;63222;201309;82853210;201161;25106701;25.05.2015 9:32;В 90-х так тоже было,казалось одно Политбюро и вокруг никого.Но дали свободу и глаза разбежались,сколько людей появиловь! Одним из них был Собчак,который привел за собой своего чемоданоносца вову. А вове понравилось воровать и он опять всем кислород перекрыл А людей полно.;0;;;И4;4
8597;63223;201310;298594283;201161;25106701;25.05.2015 9:32;[id82853210|Сергей], утомил ты меня тролль, пойду работать. Как тысячу заработаешь, пиши, отметим.;0;;;Г3,Ш3;4
8598;63224;201311;82853210;201161;25106701;25.05.2015 9:33;[id298594283|Алексей], беги,беги...вове на войну много надо...Да и Озеро кормить...;0;;;В3,Ц3;4
8599;63225;201312;82562722;201161;25106701;25.05.2015 9:49;Ой госпади. Какой же фарс. <br>Идёт гражданская война. Пока одну из сторон не уничтожить - она будет продолжаться. Это Очевидно. <br>То что с одной стороны америка подпитывает, а с другой Россия - это тоже всем очевидно.<br>А кто виноват? Идиоты в Киеве, что скакали… Теперь либо раскол Украины, либо масштабные зачистки и репрессии.;1;;;М4;4
8600;63226;201313;82562722;201161;25106701;25.05.2015 9:53;Сергей, мне вот интересно, сколько всё же тебе долбоёбу платят… Вряд ли много, ибо чтоб покушать и мозги зарядить не хватает…<br>Не зомби же ты,ей богу…<br>Видимо из окопа пишешь, раз настолько информирован…;0;;;Н3,Л3;4
8601;63227;201314;82853210;201161;25106701;25.05.2015 9:54;[id82562722|Oleg], зависть плохое чувство,развивайся чмошник убогий и такие копейки за деньги считать не станешь.;0;;;П3,Л3;4
8602;63228;201315;202959370;201161;25106701;25.05.2015 9:58;[id82853210|Сергей], тут есть функция такая жмёте на своё имя в ответе вам, и переходите на то сообщение на которое получили ответ. Воот;0;;;Р3;4
8603;63229;201316;82853210;201161;25106701;25.05.2015 9:59;[id202959370|Андрей], спасибо,не знал...;0;;;Х3;4
8604;63230;201317;82853210;201161;25106701;25.05.2015 10:00;[id202959370|Андрей], попробовал,попал на свою страницу ???;0;;;А3;4
8605;63231;201318;82562722;201161;25106701;25.05.2015 10:06;[id82853210|Сергей], гоу на Донбасс повоюем. Ты за жевто блокитных ток чур. Посмотрим у кого ноги целы будут…<br>;0;;;М3,Л3;4
8606;63232;201319;305067307;201161;25106701;25.05.2015 10:14;Чего бы там не придумали западные аналитики никогда не узнают , что будет реально );0;;;У4;4
8607;63233;201321;148161252;201161;25106701;25.05.2015 10:45;Прогресс, про российские войска уже ни гу гу.;1;;;И4;4
