;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;интент;
9393;16927;259099;6777961;259050;25106701;06.11.2015 9:14;[id181221141|Василий], это все полет рудольфа гесса в англию спутал все карты!;0;;;И4;4
9394;16928;259100;324907463;259050;25106701;06.11.2015 9:17;Сталин - это герой и величайший патриот СССР ! Он любил Родину настолько что дышал ей ! Он не покинул и не перекинул с себя ответственность в самые жуткие времени истории что  перепали на его время ! Он дал нам будущие создав Советскую атомную бомбу . Сталина сейчас очерняют и поливают грязью как могут , но так поступают не патриоты России а враги так как для Родины он сделал невозможное ! Скажите что народ все делал  , вспомните тогда ельцинские времена народ тогда почему нечего не делал ?! Глава государства это как капитан и Сталин шёл на корабле СССР и вёл народ к счастью ! Путина очерняют и поливают грязью теже уебки , что и Сталина !;2;;;Х4,Ж4,Т4;4
9395;16929;259102;82562722;259050;25106701;06.11.2015 9:29;[id181221141|Василий], ТО ЕСТЬ ПОДГОТОВКА К ВОЙНЕ НЕ ШЛА? А в потом в 41 резко спохватились и начали войну с 0?<br> пакт Молотова-Риббентропа должен был отодвинуть начало войны на максимальный срок, дабы СССР смог к ней подготовится. Ясно, сделать достойную армию менее чем за 5 лет сделать практически не реально, так что ясно откуда поражения поначалу;0;;;Н3;4
9396;16930;259104;1017260;259050;25106701;06.11.2015 9:31;[id181221141|Василий], СССР был готов к нападению, это была стратегия глубинной и многослойной обороны. К вашему сведению почти все европейские государства концентрировали войска на границе перед немецким вторжением и все они, как вы знаете были разбиты.;2;;;Ф3,Ж4;4
9397;16931;259106;192539396;259050;25106701;06.11.2015 9:33;А после нападения фашисткой Германии, Сталин 3 дня приходил в себя, и он думал, что конец пришел его правлению. Видимо поэтому, от страха, от полного сознания Опасности, Сталин в своей речи обратился к народу со словами :  Братья и сестры . Если бы Ст. не учился в духовной семинарии, он бы таких слов и не знал бы. Так что это не случайные совпадения. Это линейные совпадения.;0;;;Ж4;4
9398;16932;259107;1017260;259050;25106701;06.11.2015 9:36;[id192539396|Александр], https://ru.wikisource.org/wiki/%D0%96%D1%83%D1%80%D0%BD%D0%B0%D0%BB_%D0%BF%D0%BE%D1%81%D0%B5%D1%89%D0%B5%D0%BD%D0%B8%D0%B9_%D0%A1%D1%82%D0%B0%D0%BB%D0%B8%D0%BD%D0%B0/1941. Смотрим 22 июня. Именно так приходят в себя и думают, что пришёл конец правлению;0;;;И4;4
9399;16933;259108;6374578;259050;25106701;06.11.2015 9:39;Сталин сделал то,что не удавалось никому ни до, ни после. Создал великую страну. Вытащил ее из под внешнего управления как никто другой. Хрущев все испортил. Насчет расстреляных миллионов - 640 тыс за 30 лет. Да США за 10 лет в разы больше убили, только за последние в Ираке, Ливии и прочих. Почему либерасты не орут о кровавой диктатуре? Да, были перекосы, они неизбежны. В основном из-за исполнителей. Проживи Сталин еще хотя бы лет 10 - нас бы весь мир до сих пор догонял. Включая США. Поэтому они и очерняют Сталина, чтоб не повторилось. Есть еще один плюс для них - очерняя Сталина, и заставив большинство признать что он был тираном и во всем не прав - они смело могут поставить под вопрос итоги второй мировой. И переделывать миропорядок еще быстрее.;5;;;Х4,Ж4;4
9400;16934;259109;82562722;259050;25106701;06.11.2015 9:50;[id181221141|Василий], документ за 41... Подготовка началась в 37-38 годах... Или как Вы себе представляете  быть готовым к войне ?;0;;;Ж3;4
9401;16935;259110;82104926;259050;25106701;06.11.2015 10:30;Мамкины историки);0;;;Н3;4
9402;16936;259111;41764449;259050;25106701;06.11.2015 10:31;[id181221141|Василий], снова могу предложить выложить весь документ, а не только резолюцию Сталина. Если же Вы найдете сам документ, то увидите, что эта резолюция наложена на донесение от Шульце-Бойзен, который сообщает, что в первый день войны люфтваффе нанесут удары по находящейся в Карелии электростанции  Свирь-3  и московским заводам, производящим отдельные части к самолетам, а также авторемонтным мастерским<br><br>Иначе, ваш комментарий ничем не отличается от вчерашних выкладываний фото трупов младенцев, мол, вот русские чего наделали в Сирии;0;;;Ж4,Т3;4
9403;16937;259119;301050906;259050;25106701;06.11.2015 11:03;Ещё безграмотный Сталин написал лично сам и учебник русского языка. А недавно дуромразь Георгадзе похоронили в Грузии, на похороны которого из Москвы приехала целая сотня бандитошвили. Все они крестились и кланялись перед входом в церковь, а потом вернулись в Москву для исполнения своих бандитских обязанностей. Басаев не случайно говорил, что в Москве живёт больше бандитов, чем чеченцев в Чечне. http://vk.com/photo-25106701_385877494;0;;;Н4;4
9404;16938;259195;259076665;259050;25106701;06.11.2015 13:25;[id98952660|Юсиф], то было необходимо и ничего больше тут не скажешь. Беломорканал был крайне нужен, чеченцы всегда были упрямы и непокорны - решил с ними радикально, их это кстати не поменяло как нацию. Всем досталось, но и результат извините феноменальный. Одно восстановление после ВОВ и сама война красноречивее всяких слов.;0;;;Ф4;4
9405;16939;259202;259076665;259050;25106701;06.11.2015 13:33;[id324907463|Иса], согласен полностью - он сделал то, что нереально было (да и сейчас невыполнимо, при всём прогрессе) сделать. И мы по сути до сих пор пожираем заделы той эпохи - насколько велик был запас прочности деяний их! Все постсоветские страны живут этим заделом - ничего ведь более не создается. След от любо й эпохи расцвета-архитектура, сталинская она есть, а после него - только норы-хрущевки...;0;;;Х4;4
9406;16940;259231;161055686;259050;25106701;06.11.2015 14:37;[id259076665|Валерий], а .что он решил и сейчас бриллиантовые мальчики на поршах устраивают аварии.а вся столичная гаи боится;0;;;Т4;4
9407;16941;259240;324907463;259050;25106701;06.11.2015 14:50;[id259076665|Валерий], спасибо вам . Хоть кто то остался честным и адекватным . Я Советский гражданин и это гордость для меня . А сейчас только и могут оскорблять и попирать имя Сталина и проклинать СССР ! А сами после развала Союза мы чего добились !? Всё что было и есть - это наследие того времени и тех людей !;0;;;Д3,Х3;4
9408;16942;259242;259076665;259050;25106701;06.11.2015 14:59;[id161055686|Сергей], ты сам понял что написал? я нет. видимо мальчики на поршах волнуют тебя очень - мне пофиг, каждому своё.;0;;;Ч3;4
9409;16943;259243;259076665;259050;25106701;06.11.2015 15:01;[id324907463|Иса], сами мы качаем ресурсы) исчерпаемые. и то не мы качаем - мы на опилках) из архитектурных творений мне кроме мкадов-кадов в голову пока ничего не приходит. дороги в общем только да мосты;0;;;К1;4
9410;16944;259244;161055686;259050;25106701;06.11.2015 15:01;[id259076665|Валерий], да я че.просто этот последний на порше панамеро.типа спешил на сдачу экзамена по правовому государству);0;;;Ц4;4
9411;16945;259246;259076665;259050;25106701;06.11.2015 15:02;[id161055686|Сергей], я если честно даже не в теме);0;;;Ж3;4
9412;16946;259247;161055686;259050;25106701;06.11.2015 15:03;[id259076665|Валерий], ну играй рок дальше.сладенький);0;;;Ш3;4
9413;16947;259250;259076665;259050;25106701;06.11.2015 15:19;[id161055686|Сергей], вот кстати с подобными тоже при Сталине правильно обходились - чтобы лишние мысли в голову не лезли и не материализовались в бессмысленные слова, отправляли копать беломорканал и общество здоровее было);0;;;М4;4
9414;16948;259251;161055686;259050;25106701;06.11.2015 15:20;[id259076665|Валерий], а Вы уверенны .что подобный -это я.а не ВЫ?);0;;;А3;4
9415;16949;259253;259076665;259050;25106701;06.11.2015 15:22;[id161055686|Сергей], более чем) ладно, солнце еще высоко - работать надо. Оставим это - пустое и вдаль от темы.;0;;;З3;4
9416;16950;259397;1834301;259050;25106701;06.11.2015 19:59;[id146593445|Александр], очередной свинорыл? откуда вас столько в стране?;0;;;Л3;4
9417;16951;259398;146593445;259050;25106701;06.11.2015 20:00;[id1834301|Рома], сарказм, например;0;;;Ж3;4
9418;16952;259399;1834301;259050;25106701;06.11.2015 20:00;[id146593445|Александр], тогда ок, виноват;0;;;Д3;4
9419;16953;259401;146593445;259050;25106701;06.11.2015 20:02;[id1834301|Рома], бывает ??;0;;;А3;4
9420;16954;259754;312008340;259050;25106701;07.11.2015 16:09;Красава автор . Верно выложено . И я о том же пишу много раз . <br>Надо постепенно переходить из болота капитализма к ,как вы придумали ( народной демократии ) )) <br>Карл Маркс  и Цезарь ещё в своё время говорили что демократии и капитализму рано или поздно должен быть конец . <br>Лучше рано !) иначе если поздно то это как шоковая терапия для мира будет . А с её террористами ,  ядерным оружием  и всякими извращенцами  безбожниками и финансовыми наркоманами  . Кто его знает что такой шок может им открыть . <br>Так что потихоньку переходим к   социализму демократии   а от туда  народной демократии   .<br>Пусть это не столь выгодно . Зато без извращенцев как французские газетчики и управленцев в вооруженных силах как у США ! Где ихняя жажда нажится перешагивает все нравственные и моральные принципы .<br>Я не читал все книги Сталина но много слыхал бабушкиных ( земля ей пухом ) историй о её детстве ! <br>Так вот моё по сравнению с еёшним как небо и земля ) я только от моей бабушки научился и понял что такое гостеприимство и благородство ,добролюбие  и щедрость . <br>Заметьте ! <br>Сейчас ЭТИ СЛОВА ЗВУЧАТ СМЕШНО ! Задумайтесь к чему такой оброз жизни может привести человечество.<br>И просьба властям  ,противостоять этому . А будет тяжело .  народ поможет !)));0;;;Х2,О1;4
9421;16955;260316;53431652;259050;25106701;09.11.2015 17:35;[id98952660|Юсиф], вопрос один. Вы из потомственных?;0;;;А3;4
9422;16956;260319;53431652;259050;25106701;09.11.2015 17:42;[id6374578|Алексей], http://img-fotki.yandex.ru/get/9227/83108850.33/0_b4f08_a8b52774_XL.jpg http://vk.com/photo-25106701_386313860;0;;;;
