;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;ИНТЕНТ;
6616;69619;191980;94818705;191969;25106701;01.05.2015 15:47;[id155672209|Рауф], типичный обыватель - это вы. Чтобы не случилось - у вас власть виновата. Вот так и живёте в своём болоте, не понимая откуда вонь...;3;;;Ф3,Т3;4
6617;69620;191981;34957964;191969;25106701;01.05.2015 15:47;Они этими статьями сами себя успокаивают....))));0;;;Ш2;4
6618;69621;191982;479200;191969;25106701;01.05.2015 15:48;Машины блять ставить негде.Бедные все...;9;;;Ц4;3
6619;69622;191983;94818705;191969;25106701;01.05.2015 15:48;[id155672209|Рауф], давайте-ка я вас прямо здесь и сейчас научу, что и к чему. Итак вопрос первый, Санкции против России были введены? Я жду ответа.;0;;;С3;4
6620;69623;191985;155672209;191969;25106701;01.05.2015 15:49;[id94818705|Дмитрий], а у Вас виноваты все, кроме Вас самих. Вам сейчас, впрочем, как и в советское время, понапридумывают врагов, которые якобы мешают нам развиваться, вот так и живете;2;;;Т3,Н3;4
6621;69624;191986;94818705;191969;25106701;01.05.2015 15:50;[id82853210|Сергей], невежа, прикуси язык и научись сначала вежливо себя вести, а потом будешь лезть в разговоры старших;0;;;Л3,Г3;4
6622;69625;191988;94818705;191969;25106701;01.05.2015 15:51;[id155672209|Рауф], я задал вам вопрос. И жду ответа. Я сейчас тут любого под орех разделаю, кто считает, что во всём Путин виноват. Или тут все горазды только вякнуть чушь, оскорбить человека и слиться? Я жду...;0;;;И4,М3;4
6623;69626;191990;16499396;191969;25106701;01.05.2015 15:52;Амеры типа не при чём ?? констатирует факт - не хотите  демократию ,мы вам экономику разорвём ?? - демократия в действии . У всей Европы коленки трясутся от окриков из за океана . ??;0;;;С3,У4;4
6624;69627;191992;157230410;191969;25106701;01.05.2015 15:52;[id12025189|Дмитрий], Я из глубинки. Таких уродов как ты едим.;0;;;Е1,Ц3;4
6625;69628;191993;155672209;191969;25106701;01.05.2015 15:53;[id94818705|Дмитрий], ну, во-первых, да, были введены, во-вторых, ни в одном из моих сообщений не было написано, что Путин виноват, но, на самом деле, виновата власть, в-третьих, УРА КРЫМ НАШ ОЛИМПИАДУ ВЫИГРАЛИ УРА ПОВЫСИМ ПЕНСИЮ НА 7 РУБЛЕЙ УРА ТОВАРИЩИ БУРЖУИ УРАА;0;;;Ф3,Т4;4
6626;69629;191994;94818705;191969;25106701;01.05.2015 15:53;[id82853210|Сергей], болезный, у тебя есть, что умного сказать??? По существу спора? Если нет - пшёл отсюда, а то путаешься под ногами, как тузик...;0;;;Н3,Г3;4
6627;69630;191995;227921425;191969;25106701;01.05.2015 15:54;[id94818705|Дмитрий], мы так зависимы от США.Глупость добили экономику ед\льцин с путиным За последний год 2 завода закрыли в городе с 300 тыс населения.Про сх хозяйство молчу;0;;;Т4;4
6628;69631;191997;94818705;191969;25106701;01.05.2015 15:55;[id227921425|Михаил], закрыли 2 в вашем городе, зато по всей стране каждый год открывают пару тысяч новых предприятий. Ищите и обрящете.;0;;;И4,П3;4
6629;69632;191998;12025189;191969;25106701;01.05.2015 15:55;[id157230410|Роман], скоро и уроды закончаться,что тогда будете делать ?;0;;;Ц3;4
6630;69633;191999;94818705;191969;25106701;01.05.2015 15:56;[id82853210|Сергей], на страничку мою загляни и сравни своё  величество  с моей страницей. Может и дойдёт, что платный скорее ты...;0;;;Ф3,Н3;4
6631;69634;192001;16499396;191969;25106701;01.05.2015 15:56;[id82853210|Сергей], что проверить ??;0;;;А3;4
6632;69635;192002;133794775;191969;25106701;01.05.2015 15:56;[id94818705|Дмитрий], я все прочитал . к вашей статье не касается . только я высказал про тварьЁ ИЗ СТАТИСТИКИ .......................;0;;;Ф3;4
6633;69636;192004;94818705;191969;25106701;01.05.2015 15:57;[id82853210|Сергей], ну, ясно. Тебе хоть ссы в глаза. Если пластинку заело, то хоть клизму ставь - не поможет...;0;;;Щ3;4
6634;69637;192006;94818705;191969;25106701;01.05.2015 15:58;[id82853210|Сергей], зато умишка хватает, чтобы ползать по группам и лить помои на людей только потому, что они думают не так, как ты. Знакомая тема. Не из белого..донников часом???;0;;;Ч3;4
6635;69638;192008;227921425;191969;25106701;01.05.2015 15:59;[id94818705|Дмитрий], это где в какой стране Я родился в ТАССР родина нефтянников жил в сибири.Родствинников и там и там везде от западной украины .Москва. Сибирь везде пипец;0;;;Е1,У4;4
6636;69639;192010;94818705;191969;25106701;01.05.2015 16:01;[id227921425|Михаил], да ладно! Пипец? А что же вся Сибирь молчит??? Почему нет акций протеста, как в 90-х??? Не надо врать, уважаемый! Плохо в России сегодня только тунеядцам и лентяям! Нормальный мужик и работу найдёт и семью обеспечит! Сегодня в России всем дороги открыты! Было бы желание трудиться!;4;;;П3,П4;4
6637;69640;192011;157230410;191969;25106701;01.05.2015 16:01;[id12025189|Дмитрий], Ты за нас не переживай, откуда вы берётесь только.;0;;;П3;4
6638;69641;192012;55380421;191969;25106701;01.05.2015 16:02;Фигассе ботяр набежало.;1;;;Ш3;4
6639;69642;192013;184404309;191969;25106701;01.05.2015 16:02;[id82853210|Сергей], этот идиот безвозмездно пишет. Собственная тупость фонтанирует.;2;;;Н3;4
6640;69643;192014;16499396;191969;25106701;01.05.2015 16:02;[id82853210|Сергей], сам ты сука !;0;;;Л3;4
6641;69644;192016;155672209;191969;25106701;01.05.2015 16:04;[id94818705|Дмитрий], плохо в России не нормальным мужикам, как ты не поймешь, мы защищаем тех, кто себя защитить не может, плохо пенсионерам, сиротам и инвалидам;0;;;И3;4
6642;69645;192017;227921425;191969;25106701;01.05.2015 16:04;[id94818705|Дмитрий], а какие акции протеста были в 90.Наш народ терпелив еще не пришло время Но это плохо кончится;0;;;У4;4
6643;69646;192018;16499396;191969;25106701;01.05.2015 16:04;[id82853210|Сергей], еще как хватает ,просто тебе не хочется понимать .;0;;;И3;4
6644;69647;192019;16499396;191969;25106701;01.05.2015 16:05;[id155672209|Рауф], когда инвалидам хорошо то было ??;0;;;Ж3;4
6645;69648;192020;155672209;191969;25106701;01.05.2015 16:06;[id16499396|Petr], съезди в Европу и посмотри, как им там хорошо;0;;;Р3;4
6646;69649;192022;94818705;191969;25106701;01.05.2015 16:07;[id82853210|Сергей], ах вот откуда у тебя всё это растёт!!! Ну так вот что я тебе скажу! Любого, кто мне в глаза скажет, что моя власть и мой президент оккупант - на месте закопаю! Более того, готов в любое время ответить за каждое дело президента Путина, ибо если какая-тот маразь считает его преступником, значит я его сообщник! Но у таких как ты никогда не хватит духу спросить с меня. Вы обречены сидеть в интернетах и заливать тут своей вонью!<br>Я в августе проехал полстраны вдвоём с женой в футболке -  Отвечаю за Путина!  и ни одна тля не подошла и не высказала ни одной претензии! Один только позитив от людей! А знаешь почему??? Потому что нет вас  борцунов с режимом . Все вы слиты в унитаз и там ваше место. А вот в интернетах вы все храбрые, непобедимые и вас поддерживает  весь народ .....................;0;;;М4,Н3,Х4;4
6647;69650;192023;16499396;191969;25106701;01.05.2015 16:07;[id155672209|Рауф], иди укропов лечи про хорошую жизнь в Европе ??;0;;;Г3;4
6648;69651;192025;16499396;191969;25106701;01.05.2015 16:08;[id82853210|Сергей], дебил ты;1;;;Л3;4
6649;69652;192027;94818705;191969;25106701;01.05.2015 16:09;[id82853210|Сергей], одно хочу тебе пожелать, когда со всеми остальными  народовольцами  будешь бежать и искать в какую бы щель забиться и спастись - трусы не потеряй...;1;;;Н3;4
6650;69653;192028;155672209;191969;25106701;01.05.2015 16:09;[id16499396|Petr], я тебе не говорю о отличной жизни в Европе, просто там хоть что-то делают для людей, хотя кому я это говорю, ты, скорее всего, думаешь, что там живут одни геи и лесбиянки, к тому же у тебя православие головного мозга;0;;;Н3;4
6651;69654;192030;16499396;191969;25106701;01.05.2015 16:12;[id155672209|Рауф], а ты на личности не переходи ,за  свой мозг беспокойся;0;;;Ф3,Ч3;4
6652;69655;192031;94818705;191969;25106701;01.05.2015 16:12;[id227921425|Михаил], а, ну да! Время ещё не пришло. Лет десять назад Немцов проблеял, что режиму осталось не более 3 лет. Не срослось. Потом Каспаров наванговал в 2010, что уж через 2 года Путину точно пипец. Не срослось. Березовский там что-то шаманил про народное терпение - результат мы видим... Так что, когда начнётся ваше вот это  плохо кончится  вы хоть мне маякните, а то я весь зазомбированный - не замечу...;1;;;У4,О1;4
6653;69656;192032;155672209;191969;25106701;01.05.2015 16:13;[id16499396|Petr], а ты че людей обзываешь? Тебе же не положено, или по библии 1 мая можно?;0;;;Т3;4
6654;69657;192034;5826543;191969;25106701;01.05.2015 16:13;а про существование скидок он знает?;0;;;А3;4
6655;69658;192035;227921425;191969;25106701;01.05.2015 16:15;[id94818705|Дмитрий], а кто это немцов каспаров березовский это ваши знакомые.Извините в деревне у нас их не было .у нас проще народ недоволен;0;;;Ч3,Е1;4
6656;69659;192036;16499396;191969;25106701;01.05.2015 16:15;[id155672209|Рауф], Библии меня учить будешь ? ??;0;;;Ж3;4
6657;69660;192038;2608030;191969;25106701;01.05.2015 16:16;[id155672209|Рауф], я не соглашусь на счёт Европы! Сам из Калининграда и хорошо знаю как живёт Европа...  Там всё как и у нас.;1;;;Ф4;4
6658;69661;192039;16499396;191969;25106701;01.05.2015 16:16;[id155672209|Рауф], я в ответ оскорбил;0;;;Ф3;4
6659;69662;192041;94818705;191969;25106701;01.05.2015 16:17;[id227921425|Михаил], не могут в одной стране быть все довольны везде и сразу. Нигде в мире этого нет! Где-то получше, где-то по-хуже, но в целом страна на правильном пути! Нигде в мире ни одно государство столько не тратит на социалку, как в России. Тратится больше денег, чем собирается налогов с населения.;2;;;П4;4
6660;69663;192043;155672209;191969;25106701;01.05.2015 16:18;[id94818705|Дмитрий], ага http://vk.com/photo-25106701_363764593;0;;;;
6661;69664;192044;155672209;191969;25106701;01.05.2015 16:19;[id94818705|Дмитрий], больше денег пиздится, чем с налогов населения;0;;;Щ4;4
6662;69665;192046;155672209;191969;25106701;01.05.2015 16:19;[id2608030|Саня], я не говорю, что она там прямо замечательная, но на порядок выше, чем тут;0;;;И4;4
6663;69666;192047;16499396;191969;25106701;01.05.2015 16:20;[id155672209|Рауф], воровство в России тоже Путин придумал?;1;;;Ж3;4
6664;69667;192048;155672209;191969;25106701;01.05.2015 16:21;[id16499396|Petr], вся власть—его люди;0;;;Щ4;4
6665;69668;192050;16499396;191969;25106701;01.05.2015 16:22;[id155672209|Рауф], он их нарожал типа ? ??;1;;;Ц4;4
6666;69669;192051;155672209;191969;25106701;01.05.2015 16:22;[id16499396|Petr], типо назначил;0;;;И4;4
6667;69670;192053;227921425;191969;25106701;01.05.2015 16:24;[id94818705|Дмитрий], а на что их тратят вот интерес.42 года стажу у женщины в сх птичьнецей пенсия 12 это правильный путь.Я за сделать им пенсию с 60.Меньше недовольных будет;0;;;С4;4
6668;69671;192054;200856281;191969;25106701;01.05.2015 16:25;Нам солнца не надо - нам партия светит, ?? ?? ?? <br>нам хлеба??  не надо - работу давай! ?? ?? ??;0;;;Ц3,Ц4;4
6669;69672;192055;16499396;191969;25106701;01.05.2015 16:27;А чё может действительно раком встать перед Америкой ,и потерпеть ?? ??;0;;;С3;4
6670;69673;192056;155672209;191969;25106701;01.05.2015 16:27;[id16499396|Petr], ну вставай и терпи, никто тебе не мешает;1;;;Г3;4
6671;69674;192057;206551750;191969;25106701;01.05.2015 16:28;http://vk.com/photo-25106701_363765671;0;;;;
6672;69675;192059;206551750;191969;25106701;01.05.2015 16:31;[id82853210|Сергей], ты лучше скажи про нынешнюю ситуацию.;0;;;Ж3;4
6673;69676;192061;206551750;191969;25106701;01.05.2015 16:32;[id82853210|Сергей], с тобой и не поспоришь. Бьёшь прям в глаз!;0;;;В3;4
6674;69677;192062;16499396;191969;25106701;01.05.2015 16:32;[id155672209|Рауф], Порошенко вот и терпит;0;;;Ж4;4
6675;69678;192064;155672209;191969;25106701;01.05.2015 16:33;[id16499396|Petr], он клоун, через полгода его уже не будет, можешь скринить;0;;;У4;4
6676;69679;192067;16499396;191969;25106701;01.05.2015 16:35;[id82853210|Сергей], у Путина нет равных в политике ,а революции всякие устраивать ,это преступление !;0;;;Х4,У4;4
6677;69680;192069;155672209;191969;25106701;01.05.2015 16:37;[id16499396|Petr], у Путина нет равных в наябывании людей;0;;;С4;4
6678;69681;192072;16499396;191969;25106701;01.05.2015 16:42;[id82853210|Сергей], ну зачем самого себя обманывать ?;0;;;Б3;4
6679;69682;192074;212553600;191969;25106701;01.05.2015 16:43;Я умер с голода, пишу с того света, свергайти Путена....;4;;;Ц2;3
6680;69683;192075;212553600;191969;25106701;01.05.2015 16:44;http://vk.com/photo-25106701_363767247;1;;;;
6681;69684;192078;212553600;191969;25106701;01.05.2015 16:45;[id82853210|Сергей], а если нет, то ты ж все равно за слова не ответишь?;1;;;Ж3;4
6682;69685;192080;212553600;191969;25106701;01.05.2015 16:47;[id82853210|Сергей], ты идиот а не воробей. )));3;;;Л3;4
6683;69686;192083;212553600;191969;25106701;01.05.2015 16:48;[id82853210|Сергей], ты пьяный, или где? ))));0;;;Н3;4
6684;69687;192085;9511140;191969;25106701;01.05.2015 16:48;Хватит балаболить! Идите ищите дополнительный заработок.А то копейки считаете и научитесь готовить тогда будет дешевле;0;;;Н3;4
6685;69688;192089;212553600;191969;25106701;01.05.2015 16:49;[id22229939|Виктор], пусть дохнет. Да боюсь что этот хряк еще напрятал в погребе жратвы на год дивизию кормить. Его раскулачить и расстрелять, а не кормить.;0;;;М2;4
6686;69689;192093;212553600;191969;25106701;01.05.2015 16:51;Ишь взъерошился, говнюк. ??;2;;;Л3;4
6687;69690;192095;212553600;191969;25106701;01.05.2015 16:52;[id82853210|Сергей], не волнуйся, мы тебя не больно расстреляем. ?? ?? ??;0;;;М2;4
6688;69691;192102;212553600;191969;25106701;01.05.2015 16:54;[id22229939|Виктор], да он пьяный как собака, дерябнул на первомае и ну буянить, раньше бы в общественном траспорте помитинговал да в морду выхватил б, а так до компа дополз, пёс и брешет.;0;;;Н2;4
6689;69692;192105;212553600;191969;25106701;01.05.2015 16:55;[id82853210|Сергей], обоссать твой труп? Это не по-христиански. Зароем в канаве и хватит с тебя. ??;0;;;Л3;4
6690;69693;192107;212553600;191969;25106701;01.05.2015 16:56;[id82853210|Сергей], иди проспись, дурак. ??;0;;;Л3;4
6691;69694;192110;155672209;191969;25106701;01.05.2015 16:56;[id9511140|Елена], вот поэтому нам страшно, Вы хоть и учитель, а запятые нормально расставить не можете;0;;;Ф3,Т3;4
6692;69695;192112;212553600;191969;25106701;01.05.2015 16:57;[id82853210|Сергей], я так и думал, но ты будешь отвечать на мои вопросы, потому что я так хочу. Ты еще нужен Путину, поэтому жив. ??;0;;;О1,И3;4
6693;69696;192114;212553600;191969;25106701;01.05.2015 16:59;[id82853210|Сергей], http://vk.com/photo-25106701_363768671;0;;;;
6694;69697;192116;212553600;191969;25106701;01.05.2015 17:00;[id82853210|Сергей],  курятник ? Все петушки проив Путина, по всем опросам. Ты что не знал? Чем плиже к петушатине тем дальше от Путина. )));1;;;Л3;4
6695;69698;192118;212553600;191969;25106701;01.05.2015 17:01;[id82853210|Сергей], живи пока, Путин разрешает. Уйдешь когда скажем. ??;0;;;М3;4
6696;69699;192119;212553600;191969;25106701;01.05.2015 17:02;[id82853210|Сергей], ты не с дуба ли рухнул, болезный? Глянь все белоленточные марши, там все радужные флаги в одном стою с нациками и прочей пейсатинкой. ??;0;;;Н3;4
6697;69700;192122;212553600;191969;25106701;01.05.2015 17:03;[id82853210|Сергей], живи, живи говорю, не бойся, Путин разрешает. ??;0;;;Ц3;4
6698;69701;192124;212553600;191969;25106701;01.05.2015 17:04;[id82853210|Сергей], ну давай, пес, дави фактами ??;0;;;Ц3;4
6699;69702;192126;212553600;191969;25106701;01.05.2015 17:06;[id82853210|Сергей], что пьянь, брехнул и забыл?;1;;;Л3;4
6700;69703;192128;212553600;191969;25106701;01.05.2015 17:07;[id82853210|Сергей], ты где, алкаш, я не закончил с тобой беседу.;1;;;Л3;4
6701;69704;192129;212553600;191969;25106701;01.05.2015 17:09;[id82853210|Сергей], это доказательство что ты невменяемый алкаш, что еще у тебя есть, вываливай. ??;1;;;Л3;4
6702;69705;192132;212553600;191969;25106701;01.05.2015 17:11;[id82853210|Сергей], ты наркоман? Какие фашисты? Путин собирает съезд марсиан. Гугл об этом еще не знает. http://vk.com/photo-25106701_363773301;0;;;Л3,Ц4;4
6703;69706;192134;212553600;191969;25106701;01.05.2015 17:13;[id82853210|Сергей], когда у тебя начались проблемы с наркотиками? отвечай быстро.;1;;;Н3;4
6704;69707;192135;9511140;191969;25106701;01.05.2015 17:13;[id155672209|Рауф], я могу еще все писать с прописной буквы. И какая связь? Неужели я так вас отсутствием запятой напугала? Бегом к психиатру. А потом это так убого про учителя, то же самое, что   а еще в очках ;0;;;Н3;4
6705;69708;192137;212553600;191969;25106701;01.05.2015 17:14;[id82853210|Сергей], скоро мы возьмем тебя за задницу, нам нужны продукты, мы умираем с голоду, скоро гнида, скоро доберемся до твоих запасов. ??;0;;;М3;4
6706;69709;192139;9511140;191969;25106701;01.05.2015 17:16;[id82853210|Сергей], привет! На работу вышел? А что не на шашлыках?;1;;;Ц3;4
6707;69710;192140;212553600;191969;25106701;01.05.2015 17:16;[id82853210|Сергей], ты не принял сегодня лекарства, или принял их с алкоголем, пёс... От этого все твои проблемы.;1;;;Ц3;4
6708;69711;192143;212553600;191969;25106701;01.05.2015 17:18;[id82853210|Сергей], да-да, волна народная сметет Путена, я гдн-то слышал об этом... ?? http://vk.com/photo-25106701_363773337;0;;;Ц4;4
6709;69712;192145;212553600;191969;25106701;01.05.2015 17:18;[id82853210|Сергей], ты идиот? какие фашисты отморозок? ??;0;;;Л3;4
6710;69713;192147;212553600;191969;25106701;01.05.2015 17:19;[id82853210|Сергей], ))));0;;;А1;4
6711;69714;192149;9511140;191969;25106701;01.05.2015 17:19;[id82853210|Сергей], мы уже как-то переписывались. Увидела знакомое имя;0;;;Д3;4
6712;69715;192150;212553600;191969;25106701;01.05.2015 17:20;[id82853210|Сергей], Путен же заполонил страну чуркаме, ты же забыл же, он Чечне дань платит, ну, вспоминай, так это все ложь, да? Путен на самом деле теперь фошызд? Давай, мечи идеи.;1;;;Н4;4
6713;69716;192153;212553600;191969;25106701;01.05.2015 17:23;[id82853210|Сергей], вот это серьезный материал которому я должен довярять? ?? ?? Ну ты и одноклеточное<br><br>В Питере прошёл съезд европейских фашистов.<br><br>Ни единого сюжета об этом событии в телевизоре.<br><br>Арестовано несколько антифашистов. <br><br>Провокатор отпущен, и и присоединился к «уважаемому» собранию. <br><br>Тот, кто сдал сегодня Питер<br>Под нацистский съезд,<br>Тот о павших ноги вытер,<br>Что лежат окрест.<br>Нам, блокадникам, медали<br>Нынче раздают.<br>Мы в войну его не сдали,<br>А они сдают.<br><br>Александр ГОРОДНИЦКИЙ,<br>житель блокадного Ленинграда<br><br> <br><br>23 марта 2015 года;0;;;С3;4
6714;69717;192154;212553600;191969;25106701;01.05.2015 17:23;[id82853210|Сергей], не молчи, я тебя еще не отпускал. ??;0;;;Ч3;4
6715;69718;192156;212553600;191969;25106701;01.05.2015 17:24;[id82853210|Сергей], какие факты, кретин?  Одна либеральная бабка сказала  — это твои факты? Ты утырок? ??;1;;;Л3;4
6716;69719;192158;9511140;191969;25106701;01.05.2015 17:25;[id82853210|Сергей], не помню, но были оппонентами)));0;;;Ш3;4
6717;69720;192159;212553600;191969;25106701;01.05.2015 17:25;[id82853210|Сергей], ?? ты опять, кретин?;0;;;Г3;4
6718;69721;192161;212553600;191969;25106701;01.05.2015 17:27;[id82853210|Сергей], это похоже на стихи. Почему это набор слов не в рифму но в столбик? ??;1;;;Ч3;4
6719;69722;192165;212553600;191969;25106701;01.05.2015 17:30;[id82853210|Сергей], ты кретин же ?? ?? ??;0;;;Л3;4
6720;69723;192167;212553600;191969;25106701;01.05.2015 17:30;[id82853210|Сергей], мне теперь со скидкой заплатят за то что общался с умалишенным. ??;1;;;Н3;4
6721;69724;192169;212553600;191969;25106701;01.05.2015 17:31;[id82853210|Сергей], ?? ?? ?? скажи это еще раз и у Путина проступит украинская свастика на лбу и так мы примиримся с усраиной ?? ?? ?? ??;0;;;С3;4
6722;69725;192172;212553600;191969;25106701;01.05.2015 17:36;[id82853210|Сергей], смотри что у меня есть - доказательство того что Путин фашист, воюет против российской армии вна усраини в составе Азова ?? http://vk.com/photo-25106701_363772602;0;;;С3;4
6723;69726;192174;3024891;191969;25106701;01.05.2015 17:38;разочарование.... это когда 200 коментов.... думаешь вкуснятина ... а там один всего лишь троль... считаю это признак кризиса еврозоны )));2;;;Н4;4
6724;69727;192175;212553600;191969;25106701;01.05.2015 17:39;[id82853210|Сергей], стоп, я тебя еще не отпускал. ?? http://vk.com/photo-25106701_363772857;0;;;И3;4
6725;69728;192179;302559485;191969;25106701;01.05.2015 18:48;Интересно, почему Wall Street Journal беспокоится о российском борще, но закрывает глаза на своих жителей: http://vk.com/audio2000500658_363747026 http://vk.com/photo-25106701_363779886;0;;;Б2;3
6726;69729;192180;198229052;191969;25106701;01.05.2015 19:06;The Wall Street Journal днище!! Решили докапаться до борща через пенсионера???? Аргумента по лучше не придумали. Вот лоси??;0;;;Т2;4
6727;69730;192181;51430676;191969;25106701;01.05.2015 19:21;Ваши санкции провалились, успокойтесь уже шакалы;0;;;Л2;4
6728;69731;192182;51430676;191969;25106701;01.05.2015 19:23;[id12025189|Дмитрий], хохол лучше о своей стране переживай;0;;;Л3;4
6729;69732;192183;2608030;191969;25106701;01.05.2015 19:42;[id155672209|Рауф], ну не знаю как у вас в городе, но у нас не хуже! Мне до Польши 34км., а до Литвы 70км. и по этому бываю там часто.. Они также жалуются как и мы (маленькие зарплаты, большие налоги и т.д.);1;;;Ж3;4
6730;69733;192189;302217075;191969;25106701;01.05.2015 22:44;[id51430676|Геннадий], ну зачем так .ты у кацапов отнимаешь последнюю надежду http://vk.com/photo-25106701_363808979;0;;;Ц3;4
6731;69734;192191;302217075;191969;25106701;01.05.2015 22:49;ПУТЬ В НИКУДА<br><br>Скажу честно: За всю свою не очень длинную жизнь именно сейчас я смело могу утверждать, что Россия выбрала путь в никуда. Русский народ собственными же руками загоняет себя в пропасть и рабство. Пару лет назад я бы так не сказал, но сейчас говорю. Ведь то, что творится в стране и в головах людей - это глупо, мерзко, пагубно. Что стало причиной такой резкой деградации населения России? - События в Украине. Началось все с того, как одурманенное пропагандой российское население возненавидело революцию достоинства украинского народа, поверило в телевизионные мифы про американские деньги, бандеровцев и фашистов и прочие пропагандистские штампы. Телевизионная картинка заложила в России нужное путинскому курсу общественное мнение, а именно: ненависть к свободе, высокомерие, псевдопатриотизм, любовь к вождю и озлобленность в отношении тех, кому царь не нужен. Так получилось, что сообщества  Антимайдан  и дружины антимайдановских гопников в России стали появлятся уже во время украинской революции. Это нелепо: Майдана в России не было, а антимайдан уже начал зарождаться. Разве может быть что-то подобное в нормальной стране с трезвым населением? Вы только вдумайтесь, население России забило на массу внутренних проблем в своей стране и взяло за основу идею борьбы с революцией в Украине - другом государстве.<br><br>Дальше - хуже. Ненависть к свободе. Радость от аннексий чужих территорий. Визуальная ура-патриотическая картинка по телевизору, вопли  крымнаш , нелепые культы, поклонение государю. Культ Путина достиг небывалых доселе высот в России. Убогие граффити на стенах домов, нарисованные в честь  возвращения Крыма в родную гавань . Нелепые патриотические мемы и картинки. Какие-то  вежливые люди . Дебильные лозунги. Ненависть и озлобленность народа России в сторону Украины, Америки, Европы. Автомобили с надписями  Обама чмо  и  На Берлин . Глупцы и моральные уроды, которые с удовольствием каждый день смотрят сафари на украинцев по федеральным каналам и радуются. Деление на патриотов и предателей. Все эт;0;;;Ж4,И4;4
6732;69735;192193;302559485;191969;25106701;01.05.2015 22:50;[id302217075|Слава], цэ Зрада!;0;;;Ц3;4
6733;69736;192194;302559485;191969;25106701;01.05.2015 22:50;[id302217075|Слава], в России  ПОЖАРЫ , а на Украине перемогэээ!1!;1;;;С3;4
6734;69737;192197;51430676;191969;25106701;01.05.2015 23:29;[id302217075|Слава], как раз Европарламент и мечтает угробить население России, чтобы свергнуть ненавистного Путина , но Запад в который раз пролетает. Население только ещё больше сплочается вокруг Путина. Что бы Запад ни делал, все выходит ему же во вред. Феерические идиоты )));2;;;Щ4;4
6735;69738;192198;302217075;191969;25106701;01.05.2015 23:48;[id51430676|Геннадий], Да ты не просто феерический идиот .как можно сплачиваться вокруг вора и убийцы? Ты в своем уме??7;0;;;Т3;4
6736;69739;192199;51430676;191969;25106701;01.05.2015 23:56;[id302217075|Слава], Кто у нас главный убийца за последние годы? Обама идёт с отрывом, его 100000 убитых мирных жителей никому не переплюнуть. Югославия, Ирак,Афганистан,Сирия не дадут соврать.;2;;;Ф3,Т4;4
6737;69740;192201;16499396;191969;25106701;02.05.2015 0:27;[id302217075|Слава], а  ты клеветник;1;;;Т3;4
